key,en,pl
wanst_encounter_honkhorn_1_1,The honk horn is my favorite instrument!,Ten róg to mój ulubiony instrument!
wanst_encounter_honkhorn_2_1,This is quite the horn-y tower.,Ale rogata jest ta wieża.
wanst_encounter_honkhorn_3_1,Have you ever seen a tower quite so horn-y?,Widzieliście kiedyś tak rogatą wieżę?
wanst_encounter_leek_1_1,"Oh, looks like it's leeking in here...","O, wygląda na to, że tu coś przecieka... a nie, to tylko por."
wanst_encounter_stool_1_1,Hehe... #0.90 Stool.,Hehe... #0.90 Stołek.
wanst_encounter_stool_2_1,Too cool for stool.,Zbyt odlotowy na stołek.
wanst_encounter_poisonpotion_1_1,I've got a good feeling this drink is #1.80 certainly not poisonous.,"Mam dobre przeczucia, że ten napój #1.80 na pewno nie jest trujący."
wanst_encounter_alcoholpotion_1_1,This red drink looks tasty!,Ten czerwony trunek wygląda smakowicie!
wanst_encounter_deathpotion_1_1,What a grim looking martini!,Co za ponuro wyglądające martini!
wanst_encounter_transformationpotion_1_1,What might this purple syrup do?,Co może zrobić ten fioletowy syrop?
wanst_encounter_weirdpotion_1_1,I guess you could call this a smoothie of sorts...,Chyba można by to nazwać czymś w rodzaju smoothie...
wanst_encounter_weirdpotion_2_1,Seems like too many ingredients went into that drink.,"Wygląda na to, że do tego napoju trafiło zbyt wiele składników."
wanst_encounter_weirdpotion_3_1,This beverage looks weird.,Ten napój wygląda dziwnie.
