key,en,pl
sobu_newfloor_bummed_1_1,Yeah. How'd we do that? At least this is something...,"No. Jak nam się to udało? Cóż, coś za coś..."
sobu_newfloor_bummed_2_1,This is getting a liiiittle better. Considering the circumstances.,Robi się odrobinkę lepiej. Jak na te okoliczności.
sobu_newfloor_bummed_3_1,Whoa. Not dead. Cool.,O. Nie umarliśmy. Fajnie.
sobu_looted_angry_1_1,"Hey, what do you think you're doing!","Hej, co ty sobie wyobrażasz!"
sobu_looted_angry_2_1,No respect for the eldery?!,Żadnego szacunku dla starszych?!
sobu_looted_angry_3_1,I'll teach you some manners!,Nauczę cię manier!
sobu_looted_great_1_1,Hey what do you think you're doing!,"Hej, co ty sobie wyobrażasz!"
sobu_looted_great_2_1,No respect for the eldery?!,Żadnego szacunku dla starszych?!
sobu_looted_great_3_1,I'll teach you some manners!,Nauczę cię manier!
sobu_looted_bummed_1_1,Hey what do you think you're doing!,"Hej, co ty sobie wyobrażasz!"
sobu_looted_bummed_2_1,No respect for the eldery?!,Żadnego szacunku dla starszych?!
sobu_looted_bummed_3_1,I'll teach you some manners!,Nauczę cię manier!
sobu_wanst_died_trap_perfect_1_1,"Huh, I don't remember foreseeing this.","Hmm, nie pamiętam, żebym to przewidział."
sobu_wanst_died_trap_perfect_2_1,"Hey, that was not written in the prophecy!","Hej, tego nie było w przepowiedni!"
sobu_wanst_died_trap_great_1_1,"A young life, cut so short!","Młode życie, ucięte tak nagle!"
sobu_wanst_died_trap_good_1_1,"Not so fast, young man! Owww.","Nie tak szybko, młodzieńcze! Ała."
sobu_wanst_died_trap_medium_1_1,"Ouch. That is not right, son.","Au. To nie jest w porządku, synu."
sobu_wanst_died_trap_bummed_1_1,"One step too far, pal.","Jeden krok za daleko, kolego."
sobu_wanst_died_trap_angry_1_1,"Should've listened to the old man, eh?","Trzeba było słuchać starca, co nie?"
sobu_wanst_died_enemy_perfect_1_1,I... I thought you were the chosen one!,"Ja... myślałem, że jesteś wybrańcem!"
sobu_wanst_died_enemy_great_1_1,"Stop that, you fools... oh man!","Przestańcie, głupcy... ojej!"
sobu_wanst_died_enemy_good_1_1,Aaaah damn. I don't want to do this on my own...,"Aaa, cholera. Nie chcę robić tego sam..."
sobu_wanst_died_enemy_medium_1_1,Retreat!,Odwrót!
sobu_wanst_died_enemy_bummed_1_1,Ouch. Better luck next time.,Au. Więcej szczęścia następnym razem.
sobu_wanst_died_enemy_angry_1_1,I saw that coming!,Widziałem to z daleka!
sobu_wanst_died_sobu_perfect_1_1,"Sorry, but I had no choice.","Wybacz, ale nie miałem wyboru."
sobu_wanst_died_sobu_great_2_1,Dying at this age is not right. But you were far gone...,Umieranie w tym wieku to nie fair. Ale byłeś już bez ratunku...
sobu_wanst_died_sobu_good_1_1,What were you thinking? Oh man.,Co ty sobie myślałeś? Ojej.
sobu_wanst_died_sobu_medium_1_1,You made me do it!,Sam mnie do tego zmusiłeś!
sobu_wanst_died_sobu_bummed_1_1,"Sorry, you had to learn it from the stick.","Wybacz, musiałeś nauczyć się tego od kija."
sobu_wanst_died_sobu_angry_1_1,"Never overestimate your powers, puppy!","Nigdy nie przeceniaj swoich sił, szczeniaku!"
sobu_wanst_died_sobu_postal_1_1,Diiiiiiie!,Zdyyychaj!
sobu_wanst_died_sobu_postal_1_2,Huuaarrgh!,Huuaarrgh!
sobu_wanst_transform_monster_perfect_1_1,The great beast!,Wielka bestia!
sobu_wanst_transform_monster_great_1_1,"Oh Lord, what's happening!?","O Panie, co się dzieje!?"
sobu_wanst_transform_monster_good_1_1,"Damn, not even I am aging that fast.","Cholera, nawet ja nie starzeję się tak szybko."
sobu_wanst_transform_monster_medium_1_1,"Uhh, wow... is that your true form? Not too surprised...","Uhh, ojej... to twoja prawdziwa postać? Niezbyt mnie to dziwi..."
sobu_wanst_transform_monster_bummed_1_1,"Eeeey, careful with that. Uh oh.","Ej, ostrożnie z tym. Ojoj."
sobu_wanst_transform_monster_angry_1_1,I knew it! Holy hell!,Wiedziałem! Niech to szlag!
sobu_wanst_transform_wanst_perfect_1_1,"Ah so it was you? I knew it, of course.","Aha, więc to byłeś ty? Oczywiście, że wiedziałem."
sobu_wanst_transform_wanst_great_1_1,I thought you'd never return. Glad you're back.,"Myślałem, że już nie wrócisz. Cieszę się, że jesteś z powrotem."
sobu_wanst_transform_wanst_good_1_1,"Quit playing with me, alright?","Przestań się ze mną drażnić, dobra?"
sobu_wanst_transform_wanst_medium_1_1,Not sure which one of you would win a beauty contest...,"Nie jestem pewien, która z twoich wersji wygrałaby konkurs piękności..."
sobu_wanst_transform_wanst_bummed_1_1,"Can't really decide on what you want, eh?","Nie możesz się zdecydować, kim chcesz być, co?"
sobu_wanst_transform_wanst_angry_1_1,"One mayhem is over, another one continues. Ugh.","Jeden chaos się skończył, zaczyna się kolejny. Ugh."
sobu_transformback_perfect_1_1,That was a wild ride!,To była szalona jazda!
sobu_transformback_great_1_1,That... reminded me of my youth.,To... przypomniało mi moją młodość.
sobu_transformback_good_1_1,Hey. It's me. #1.50 Not a monster! Okay?,Hej. To ja. #1.50 Nie potwór! Jasne?
sobu_transformback_medium_1_1,"Uff, I almost lost my mind there.","Uff, prawie postradałem tam zmysły."
sobu_transformback_bummed_1_1,You didn't kill me? #1.70 Thanks... #3.00 I guess.,Nie zabiłeś mnie? #1.70 Dzięki... #3.00 chyba.
sobu_transformback_angry_1_1,That described my feelings about you quite well.,To całkiem dobrze opisywało moje uczucia względem ciebie.
sobu_attack_perfect_1_1_a,"Take this, idiot!","Masz to, idioto!"
sobu_attack_perfect_1_1_b,Hittin' it good!,Solidnie mu wjeżdżam!
sobu_attack_perfect_1_1_c,Stick it to the man!,Kijem w dziesiątkę!
sobu_attack_great_1_1_a,Old and bold! Hugh!,"Stary, ale zuchwały! Hop!"
sobu_attack_great_1_1_b,I still got it!,Wciąż mam to coś!
sobu_attack_great_1_1_c,Grandpa's serving dinner!,Dziadek podaje obiad!
sobu_attack_good_1_1_a,Work this jab!,A masz sierpowy!
sobu_attack_good_1_1_b,Eat stick!,Żryj kij!
sobu_attack_good_1_1_c,A slap in the cap!,Klaps po czapie!
sobu_attack_medium_1_1_a,I'm fed up!,Mam tego dość!
sobu_attack_medium_1_1_b,Little help here?,"Mała pomoc, hej?"
sobu_attack_medium_1_1_c,All in a day's work!,Zwykły dzień w pracy!
sobu_attack_bummed_1_1_a,Enough!,Dosyć!
sobu_attack_bummed_1_1_b,Beast!,Bestia!
sobu_attack_bummed_1_1_c,Does this ever end?,Czy to się kiedyś skończy?
sobu_attack_angry_1_1_a,Aargh!,Aargh!
sobu_attack_angry_1_1_b,Get lost!,Spadaj!
sobu_attack_angry_1_1_c,THIS is the limit!,TO już przesada!
sobu_scared_1_1,The prophecy tells me to RUN AWAY!,Przepowiednia każe mi UCIEKAĆ!
sobu_scared_2_1,"Stay away, idiot-bat!","Trzymaj się z daleka, głupi nietoperzu!"
sobu_scared_3_1,What an ugly fly!,Co za brzydka mucha!
sobu_scared_4_1,Flee!,Uciekać!
sobu_gethit_1_1,Aaah!,Aaach!
sobu_gethit_2_1,Ow!,Ał!
sobu_gethit_3_1,Eyyy!,Ejże!
sobu_death_1_1,Njaaaaagh!,Njaaaaagh!
sobu_death_2_1,Njaaaaagh!,Njaaaaagh!
sobu_death_3_1,Njaaaaagh!,Njaaaaagh!
sobu_death_4_1,Yeeh- oh goood.,Ejże... o rety.
sobu_death_5_1,Sorry- ugh.,Wybacz... ugh.
sobu_poison_perfect_1_1,"Oh boy, what's going on? I could use some help with that poison here.","O rety, co się dzieje? Przydałaby mi się pomoc z tą trucizną."
sobu_poison_great_1_1,"Uhm, I want you to know I'm poisoned. Just in case.","Yyy, chcę żebyś wiedział, że jestem zatruty. Tak na wszelki wypadek."
sobu_poison_good_1_1,"Ow, I already got a tough backache, now this. Help!","Au, już i tak bolą mnie plecy, a teraz jeszcze to. Pomocy!"
sobu_poison_medium_1_1,Argh. This doesn't feel good.,Argh. To nie jest przyjemne uczucie.
sobu_poison_bummed_1_1,Oh man. And I thought I'd die of age...,"O rany. A myślałem, że umrę ze starości..."
sobu_poison_angry_1_1,Ouch! Poison! What the hell...,"Au! Trucizna! Co jest, do licha..."
sobu_weird_perfect_1_1,"Oh, thanks. I needed a new moisturizer.","O, dzięki. Przydał mi się nowy krem nawilżający."
sobu_weird_great_1_1,I didn't expect such a style change at my age.,Nie spodziewałem się takiej zmiany stylu w moim wieku.
sobu_weird_good_1_1,Is this... a trend among you young folks?,"Czy to... jakiś trend wśród was, młodych?"
sobu_weird_medium_1_1,"Yeah, are we really here to play fools?","No tak, czy my naprawdę mamy tu robić z siebie głupków?"
sobu_weird_bummed_1_1,"Uhm, midlife crisis much, my son?","Yyy, ktoś tu ma kryzys wieku średniego, synu?"
sobu_weird_angry_1_1,"Dude, stop that!","Ziom, przestań z tym!"
sobu_anti_perfect_1_1,"Alright, no need do scrap my retirement plans, I guess.","No dobra, chyba nie muszę jednak kasować planów na emeryturę."
sobu_anti_perfect_2_1,"Healthy again. Thanks, buddy.","Znów zdrowy. Dzięki, kolego."
sobu_anti_perfect_3_1,"I feel fresh and young again. Nice, nice, nice.","Czuję się znów świeży i młody. Ładnie, ładnie, ładnie."
sobu_anti_great_1_1,Cheers mate. That did the trick.,"Dzięki, stary. To załatwiło sprawę."
sobu_anti_good_1_1,"Phew, not dead. Thanks.","Uff, żyję. Dzięki."
sobu_anti_medium_1_1,"Okay, I feel better. Let's get on with it.","Dobra, czuję się lepiej. Ruszajmy dalej."
sobu_anti_bummed_1_1,At least not dead from the sillyjuice. Now you can lead us into chaos again.,Przynajmniej nie zabił mnie ten głupi sok. Teraz możesz znowu prowadzić nas w sam środek chaosu.
sobu_anti_angry_1_1,"Yeah, that was the least you could do!","No, to i tak najmniej mogłeś zrobić!"
sobu_speed_1_1,He-heyy! #1.00 See the old pace to win a race!,"He, hej! #1.00 Zobacz staruszka w wyścigu tempo!"
sobu_strong_1_1,Okay! #1.00 Blaster disaster coming through!,Dobra! #1.00 Nadciąga miażdżąca katastrofa!
sobu_alcohol_perfect_1_1,"Ah, you know how to lift my spirit!","Ach, umiesz podnieść człowieka na duchu!"
sobu_alcohol_perfect_2_1,I can see the world much clearer now!,Teraz widzę świat o wiele wyraźniej!
sobu_alcohol_perfect_3_1,"Ahh, a good sip from the local distillery!","Ach, dobry łyk z miejscowej gorzelni!"
sobu_alcohol_perfect_4_1,"Hehe, yeah, cheers!","Hehe, no, na zdrowie!"
sobu_alcohol_perfect_5_1,"Ahh, a delightful sip does wonders!","Ach, rozkoszny łyk czyni cuda!"
sobu_alcohol_bummed_1_1,"Ahh, you're trying to bribe me? Good idea!","Ach, próbujesz mnie przekupić? Niezły pomysł!"
sobu_alcohol_bummed_2_1,"You seem to know how to read minds, too! Keep it coming!","Wygląda na to, że umiesz też czytać w myślach! Lej dalej!"
sobu_alcohol_bummed_3_1,At least we agree on something here.,Przynajmniej w tym się zgadzamy.
sobu_takegold_perfect_1_1,"Alrighty, thanks!","No dobra, dzięki!"
sobu_takegold_great_1_1,"Ah nice, thanks.","Ach, miło, dzięki."
sobu_takegold_good_1_1,"Uhm, thank you.","Yyy, dziękuję."
sobu_takegold_medium_1_1,"Alright, thanks I guess.","No dobra, dzięki, chyba."
sobu_takegold_bummed_1_1,"Uhhhh, thanks? That's something...","Yyyy, dzięki? To już coś..."
sobu_takegold_angry_1_1,Yeah. Thanks.,No. Dzięki.
sobu_door_obstacle_perfect_1_1,Retreat!,Odwrót!
sobu_door_obstacle_perfect_2_1,"Huh, I don't remember foreseeing this.","Hmm, nie pamiętam, żebym to przewidział."
sobu_door_obstacle_perfect_3_1,"Hey, that was not written in the prophecy!","Hej, tego nie było w przepowiedni!"
sobu_door_obstacle_great_1_1,Retreat!,Odwrót!
sobu_door_obstacle_great_2_1,"Huh, I don't remember foreseeing this.","Hmm, nie pamiętam, żebym to przewidział."
sobu_door_obstacle_great_3_1,"Hey, that was not written in the prophecy!","Hej, tego nie było w przepowiedni!"
sobu_door_obstacle_medium_1_1,Retreat!,Odwrót!
sobu_door_obstacle_medium_2_1,"Huh, I don't remember foreseeing this.","Hmm, nie pamiętam, żebym to przewidział."
sobu_door_obstacle_medium_3_1,"Hey, that was not written in the prophecy!","Hej, tego nie było w przepowiedni!"
sobu_door_obstacle_bummed_1_1,Retreat!,Odwrót!
sobu_door_obstacle_bummed_2_1,"Huh, I don't remember foreseeing this.","Hmm, nie pamiętam, żebym to przewidział."
sobu_door_obstacle_bummed_3_1,"Hey, that was not written in the prophecy!","Hej, tego nie było w przepowiedni!"
sobu_door_obstacle_angry_1_1,Retreat!,Odwrót!
sobu_door_obstacle_angry_2_1,"Huh, I don't remember foreseeing this.","Hmm, nie pamiętam, żebym to przewidział."
sobu_door_obstacle_angry_3_1,"Hey, that was not written in the prophecy!","Hej, tego nie było w przepowiedni!"
