key,en,pl
wanst_headroom_antipotion_1_1,An antidote.,Antidotum.
wanst_headroom_deathpotion_1_1,A deadly potion.,Śmiercionośna mikstura.
wanst_headroom_goldpotion_1_1,A gold potion.,Złota mikstura.
wanst_headroom_poisonpotion_1_1,A poisonous potion.,Trująca mikstura.
wanst_headroom_speedpotion_1_1,A speed potion.,Mikstura szybkości.
wanst_headroom_waterpotion_1_1,A bottle of water.,Butelka wody.
wanst_headroom_weirdpotion_1_1,A weird potion.,Dziwna mikstura.
wanst_headroom_emptypotion_1_1,An empty bottle.,Pusta buteleczka.
wanst_headroom_hubertsshell_1_1,The shell of a turtle.,Skorupa żółwia.
wanst_headroom_gamblercup_1_1,A cup.,Kielich.
wanst_headroom_stoolbase_1_1,A stool!,Stołek!
wanst_headroom_soapbox_1_1,A soap box.,Mydelniczka.
wanst_headroom_lock_1_1,A lock.,Kłódka.
wanst_headroom_weight_1_1,A weight.,Odważnik.
wanst_headroom_stone_1_1,A stone.,Kamień.
wanst_headroom_bone_1_1,A bone.,Kość.
wanst_headroom_mingvase_1_1,A priceless Ming Vase.,Bezcenny wazon z dynastii Ming.
wanst_headroom_powderkeg01_1_1,A powder keg.,Beczka prochu.
wanst_headroom_powderkeg03_1_1,A box of explosives.,Skrzynka z materiałami wybuchowymi.
wanst_headroom_chestsmall_1_1,A chest.,Kufer.
wanst_headroom_cage_1_1,A cage.,Klatka.
wanst_headroom_glassmarble_1_1,A glass marble.,Szklana kulka.
wanst_headroom_plate_1_1,A plate.,Talerz.
wanst_headroom_anvil_1_1,An anvil.,Kowadło.
wanst_headroom_table_1_1,A table.,Stół.
wanst_headroom_snail_1_1,A snail.,Ślimak.
wanst_headroom_shuriken_1_1,A shuriken.,Shuriken.
wanst_headroom_morgenstern_1_1,A morgenstern.,Morgenstern.
wanst_headroom_hook_1_1,A hook.,Hak.
wanst_headroom_throwaxe_1_1,A throwing axe.,Topór do rzucania.
wanst_headroom_sickle_1_1,A sickle.,Sierp.
wanst_headroom_magicwand_1_1,A magic wand.,Magiczna różdżka.
wanst_headroom_rake_1_1,A rake.,Grabie.
wanst_headroom_sobusstaff_1_1,A staff.,Laska.
wanst_headroom_halberd_1_1,A halberd.,Halabarda.
wanst_headroom_woodenshield_1_1,A shield.,Tarcza.
wanst_headroom_peasantcap_1_1,A cap.,Czapka.
wanst_headroom_wizardshat_1_1,A wizard's hat.,Kapelusz czarodzieja.
wanst_headroom_explotionpotion_1_1,An explosion potion!,Mikstura wybuchowa!
row141,A fish.,Ryba.
row142,An hourglass.,Klepsydra.
row146,A mysterious scroll.,Tajemniczy zwój.
row149,A pike.,Pika.
row152,A crown.,Korona.
row154,A jar containing frogs.,Słoik pełen żab.
row155,A jar containing rats.,Słoik pełen szczurów.
row156,A jar containing snails.,Słoik pełen ślimaków.
row157,Dr. Lockengold shampoo!,Szampon dr. Lockengolda!
row158,A slimey potion.,Oślizgła mikstura.
row159,A coupon for the local barber.,Kupon do miejscowego fryzjera.
row163,A bust depicting my face and stunning hair.,Popiersie przedstawiające moją twarz i olśniewające włosy.
wanst_headroom_DiscusSmall_1_1,A small disc.,Mały dysk.
wanst_headroom_DiscusMedium_1_1,A medium disc.,Średni dysk.
wanst_headroom_DiscusBig_1_1,A big disc.,Duży dysk.
wanst_headroom_eyes_1_1,A jar containing a bunch of eyes.,Słoik pełen oczu.
wanst_headroom_nail_1_1,A nail.,Gwóźdź.
wanst_headroom_teeth_1_1,A jar containing a bunch of teeth.,Słoik pełen zębów.
