key,en,pl
wanst_excito_stay_reply_great_3_1,Holdin' it! #0.80 Holdin' it good.,Trzymam pozycję! #0.80 Trzymam ją dobrze.
wanst_excito_stay_reply_great_4_1,This place needs me!,To miejsce mnie potrzebuje!
wanst_excito_stay_reply_great_5_1,Godspeed!,Szczęśliwej drogi!
wanst_excito_stay_reply_good_1_1,Okay! As you say.,Okej! Jak sobie życzysz.
wanst_excito_stay_reply_good_2_1,Doin' it. #0.60 I'm stayin'.,Robię to. #0.60 Zostaję.
wanst_excito_stay_reply_good_3_1,Ok. #0.70 For how long?,Okej. #0.70 Na jak długo?
wanst_excito_stay_reply_medium_1_1,Yuck!,Fuj!
wanst_excito_stay_reply_medium_2_1,I'm not here for stay-cation!,Nie przyszedłem tu na wczasy!
wanst_excito_stay_reply_medium_3_1,Boring!,Nuda!
wanst_excito_stay_reply_bummed_1_1,"I'm not furniture, man!","Nie jestem meblem, człowieku!"
wanst_excito_stay_reply_bummed_2_1,Yeah... #0.55 Leave me here.,No tak... #0.55 Zostaw mnie tu.
wanst_excito_stay_reply_bummed_3_1,This sucks.,To jest do kitu.
wanst_excito_stay_reply_angry_1_1,What kinda order is that!?,Co to niby za rozkaz!?
wanst_excito_stay_reply_angry_2_1,Really!? #0.80What for?,Serio!? #0.80Po co?
wanst_excito_stay_reply_angry_3_1,Good. #0.60I will not miss your face!!,Dobra. #0.60Nie będzie mi brakować twojej gęby!!
