key,en,pl
hubert_princesseat_generic_2_1,What a price to pay for progress...,Jaką cenę trzeba zapłacić za postęp...
hubert_princesseat_generic_3_1,Oh no! #1.40 That was my friend!,O nie! #1.40 To był mój przyjaciel!
hubert_princesseat_generic_4_1,Hope it's not me who's next...,"Mam nadzieję, że nie będę następny..."
excito_princesseat_generic_1_1,That was brutal! #1.40 Yuck!,To było brutalne! #1.40 Fuj!
excito_princesseat_generic_2_1,Friends or food? #1.70 I see what you chose...,"Przyjaciele czy jedzenie? #1.70 Widzę, co wybrałeś..."
excito_princesseat_generic_3_1,Ew! #0.60 I'm glad it wasn't me at least.,"Fuj! #0.60 Cieszę się, że przynajmniej to nie ja."
excito_princesseat_generic_4_1,"Hey, that was my buddy!","Hej, to był mój kumpel!"
excito_princesseat_generic_5_1,Okay. #0.80 Better them than me.,Okej. #0.80 Lepiej oni niż ja.
excito_princesseat_generic_6_1,Ouch! #0.70 That was grim!,Auć! #0.70 To było ponure!
excito_princesseat_generic_7_1,"Ehh... #0.80 You'd never sacrifice me, right?","Ech... #0.80 Mnie nigdy byś nie poświęcił, prawda?"
alva_princesseat_generic_1_1,You absolute meanie!,Ty absolutny wredniaku!
alva_princesseat_generic_2_1,Would have made a far better #1.40 potion ingredient.,Byłby z tego o wiele lepszy #1.40 składnik do mikstury.
alva_princesseat_generic_3_1,I'd rather be thrown in a cauldron #2.00 than be sacrificed by you. #4.00 Jeez.,"Wolałabym zostać wrzucona do kotła, #2.00 niż zostać poświęcona przez ciebie. #4.00 Rany."
alva_princesseat_generic_4_1,You seem like a very bad friend.,Wyglądasz na bardzo złego przyjaciela.
sobu_princesseat_generic_1_1,"Don't try that on me, boy...","Nie próbuj tego na mnie, chłopcze..."
sobu_princesseat_generic_2_1,Was that really necessary?,Czy to naprawdę było konieczne?
sobu_princesseat_generic_3_1,Not sure that was in the prophecy...,"Nie jestem pewien, czy to było w przepowiedni..."
sobu_princesseat_generic_4_1,"Wow, a sacrifice! #1.80 Just like the old days!","Wow, ofiara! #1.80 Zupełnie jak za dawnych czasów!"
wanst_princesspostal_generic_1_1,"Hey. #0.60 Not interested in being your lunch, #2.50 princess!","Hej. #0.60 Nie jestem zainteresowany byciem twoim obiadem, #2.50 księżniczko!"
wanst_princesspostal_generic_2_1,Keep your teeth to yourself!,Trzymaj swoje zęby przy sobie!
wanst_princesspostal_generic_3_1,Uh oh. #0.80 Feeding frenzy.,O nie. #0.80 Szał karmienia.
wanst_princesspostal_generic_4_1,Aaaaaah. #0.80 No biting!,Aaaaaach. #0.80 Bez gryzienia!
hubert_princesspostal_generic_1_1,Help! #0.80 I am not lunch!,Pomocy! #0.80 Nie jestem lunchem!
hubert_princesspostal_generic_2_1,Haven't you eaten enough?,Czy ty już nie zjadłaś dość?
hubert_princesspostal_generic_3_1,Uh oh. #0.90 I have a bad feeling about this princess....,O nie. #0.90 Mam złe przeczucia co do tej księżniczki....
hubert_princesspostal_generic_4_1,That lady is dangerous!,Ta pani jest niebezpieczna!
excito_princesspostal_generic_1_1,"I am not edible, princess!","Nie jestem jadalny, księżniczko!"
excito_princesspostal_generic_2_1,I always had a hunch #1.20 that princess saw me as lunch!,"Zawsze miałem przeczucie, #1.20 że księżniczka widzi we mnie obiad!"
excito_princesspostal_generic_3_1,We got ourselves Princess Predator right here! #2.50 Watch out.,Mamy tu Księżniczkę Drapieżcę! #2.50 Uważajcie.
excito_princesspostal_generic_4_1,"Uh oh. #0.80 If you bite, #1.50 I'll fight.","O nie. #0.80 Jeśli gryźć będziesz, #1.50 to oberwiesz."
excito_princesspostal_generic_5_1,"Stay away, lady!","Trzymaj się z daleka, pani!"
alva_princesspostal_generic_1_1,"Aaaah! Stay away, monstrous princess!","Aaaach! Trzymaj się z daleka, potworna księżniczko!"
alva_princesspostal_generic_2_1,"Ooooh, I don't want to end up as princess food!","Ooooch, nie chcę skończyć jako jedzenie dla księżniczki!"
alva_princesspostal_generic_3_1,"Think about what you bite at, m'lady!","Pomyśl, w co gryziesz, m'lady!"
sobu_princesspostal_generic_1_1,"Holy canoli! #1.40 I had a feeling you were trouble, #3.10 princess!","Święte cannoli! #1.40 Czułem, że będą z tobą kłopoty, #3.10 księżniczko!"
sobu_princesspostal_generic_2_1,Crikey! #0.80 That princess turned foul!,Rety! #0.80 Ta księżniczka zrobiła się paskudna!
sobu_princesspostal_generic_3_1,"Better keep those chompers #1.50 in your mouth, princess!","Lepiej trzymaj te kłapacze #1.50 w buzi, księżniczko!"
sobu_princesspostal_generic_4_1,Someone feed that beast!,Niech ktoś nakarmi tę bestię!
eveliushunter_princess_1_1_a,Hey dear. #1.20 Remember I always fed you well in here?,"Hej, kochanie. #1.20 Pamiętasz, że zawsze dobrze cię tu karmiłem?"
eveliushunter_princess_1_1_b,I see I have an ally among your friends. #3.10 Hehe...,"Widzę, że mam sojusznika wśród twoich przyjaciół. #3.10 Hehe..."
eveliushunter_princess_1_1_c,"This princess isn't what you think she is, idiot!","Ta księżniczka nie jest tym, za kogo ją masz, idioto!"
eveliushunter_princess_1_1_d,The princess is my follower. #2.00 Not yours!,Księżniczka jest moją wyznawczynią. #2.00 Nie twoją!
eveliushunter_princess_1_2_a,"Show your true allegiance, sweetheart!","Pokaż swoją prawdziwą lojalność, skarbie!"
eveliushunter_princess_1_2_b,Time to play for the home team!,Czas zagrać dla gospodarzy!
eveliushunter_princess_1_2_c,Bite away!,Gryź do woli!
eveliushunter_princess_1_2_d,Go fetch!,Aport!
wanst_encounter_discus_4_1,That disc is made of stomp.,Ten dysk jest zrobiony z tupnięcia.
wanst_encounter_discus_1_1,No way to unflatten this plate.,Nie da się odspłaszczyć tego talerza.
wanst_encounter_discus_2_1,I've seen more lids than #1.40 cans around here.,Widziałem tu więcej pokrywek niż #1.40 puszek.
wanst_encounter_discus_3_1,That disc should make a #1.50 good throwing weapon.,Ten dysk powinien być #1.50 dobrą bronią miotaną.
wanst_pickup_discus_1_1,Call me the disc man.,Mów mi człowiek dysk.
wanst_pickup_discus_2_1,This disc only plays hard hitting beats.,Ten dysk odtwarza tylko mocne bity.
wanst_pickup_discus_3_1,What do I do with disc?,Co ja zrobię z tym dyskiem?
wanst_attack_discus_1_1,Eat disc!,Jedz dysk!
wanst_attack_discus_2_1,Beats from the disc!,Bity z dysku!
wanst_attack_discus_3_1,Discuss!,Przedyskutujmy to!
wanst_equip_merchantsshirt_1_1,I am now disguised as a #1.80 regular merchant.,Jestem teraz przebrany za #1.80 zwykłego kupca.
wanst_equip_merchantsshirt_2_1,This shirt gives me an aura of integrity.,Ta koszula daje mi aurę uczciwości.
wanst_equip_merchantsshirt_3_1,Call me the Kaufmann.,Mówcie mi Kaufmann.
wanst_equip_merchantsshirt_4_1,Noble!,Szlachetnie!
wanst_encounter_keytreasure_1_1,Looks like the key to infinite riches.,Wygląda jak klucz do nieskończonych bogactw.
wanst_encounter_keytreasure_2_1,That fancy key surely doesn't just open #2.00 a random shack.,Ten elegancki klucz na pewno nie otwiera #2.00 przypadkowej budy.
wanst_encounter_keytreasure_3_1,What pleasure is a key without the treasure?,Czymże jest przyjemność klucza bez skarbu?
wanst_pickup_keytreasure_1_1,Is this the key to treasure? #2.00 Or is the key the treasure already?,Czy to klucz do skarbu? #2.00 Czy klucz sam już jest skarbem?
wanst_pickup_keytreasure_2_1,"Alright, now where's the massive treasure?","Dobra, a teraz gdzie jest ogromny skarb?"
wanst_townsfolk_f_smalltalk_7_1_a,"Good day, missus!","Dzień dobry, pani!"
wanst_townsfolk_f_smalltalk_7_1_b,"Hey, citizen. #0.80 How do you do?","Hej, obywatelko. #0.80 Jak się miewasz?"
wanst_townsfolk_f_smalltalk_7_1_c,Hey there.,Hej tam.
wanst_townsfolk_f_smalltalk_7_1_d,"A very fine day today, right?","Bardzo piękny dziś dzień, prawda?"
wanst_townsfolk_f_smalltalk_7_1_e,"Great work, my friend!","Świetna robota, przyjaciółko!"
wanst_townsfolk_f_smalltalk_7_2_a,"I feel good about today, sir!","Mam dziś dobre przeczucia, panie!"
wanst_townsfolk_f_smalltalk_7_2_b,Cheers to us. Right?,Wypijmy za nas. Prawda?
wanst_townsfolk_f_smalltalk_7_2_c,"Keeping up the good vibes, sir.","Trzymamy dobrą energię, panie."
wanst_townsfolk_f_smalltalk_7_2_d,No reward for mooching around. #2.00 Let's keep our heads up.,Za obijanie się nie ma nagrody. #2.00 Trzymajmy głowy wysoko.
wanst_townsfolk_f_smalltalk_1_1,Hey there. I'm new here. #1.50 Can you point me towards the tavern?,Hej tam. Jestem tu nowy. #1.50 Wskażesz mi drogę do tawerny?
wanst_townsfolk_f_smalltalk_1_2,Just follow the stench. #1.80 Or go all the way to the end of the city...,Po prostu idź za smrodem. #1.80 Albo prosto na koniec miasta...
wanst_townsfolk_smalltalk_2_3,"Okay thanks, random stranger.","Okej, dzięki, przypadkowa nieznajoma."
wanst_townsfolk_f_smalltalk_1_4,Sure thing! Cheers for beers!,Jasne! Zdrowie za piwo!
wanst_townsfolk_f_smalltalk_2_1,Hey pal! #0.80 What's new?,"Hej, koleżko! #0.80 Co nowego?"
wanst_townsfolk_f_smalltalk_2_2,"You... #0.80 you seem to be new around here, yes?","Ty... #0.80 ty jesteś tu chyba nowy, tak?"
wanst_townsfolk_f_smalltalk_2_3,Nopes! #0.80 Just changed my style.,Niee! #0.80 Po prostu zmieniłem styl.
wanst_townsfolk_f_smalltalk_2_4,Alright. #0.80 Way to reinvent yourself.,Dobrze. #0.80 Brawo za odkrycie siebie na nowo.
wanst_townsfolk_f_smalltalk_2_5,Thaaaanks.,Dzięęęki.
wanst_townsfolk_f_smalltalk_3_1,"How are you feeling today, ma'am?",Jak się pani dziś czuje?
wanst_townsfolk_f_smalltalk_3_2,Swell. #0.80 Can't you tell?,Świetnie. #0.80 Nie widać?
wanst_townsfolk_f_smalltalk_3_3,"Very well, very well. #1.50 I believe I can indeed tell...","Bardzo dobrze, bardzo dobrze. #1.50 Wierzę, że faktycznie widzę..."
wanst_townsfolk_f_smalltalk_3_4,Phew.,Uff.
wanst_townsfolk_f_smalltalk_4_1,Hey there.,Hej tam.
wanst_townsfolk_f_smalltalk_4_2,Heya. #0.70 Nice to meet you.,Hejka. #0.70 Miło cię poznać.
wanst_townsfolk_f_smalltalk_4_3,I agree. #1.00 But now I must split. #2.30 Ciao!,Zgadzam się. #1.00 Ale teraz muszę się rozdzielić. #2.30 Ciao!
wanst_townsfolk_f_smalltalk_4_4,As you please.,Jak sobie życzysz.
wanst_townsfolk_f_smalltalk_5_1,Hey ma'am. #1.00 Ever been to that tower over yonder?,"Hej, pani. #1.00 Byłaś kiedyś w tamtej wieży?"
wanst_townsfolk_f_smalltalk_5_2,"I rather prefer the outdoors, sir.","Wolę raczej świeże powietrze, panie."
wanst_townsfolk_f_smalltalk_5_3,"Bright light over gloom and doom, eh?","Jasne światło zamiast mroku i zguby, co?"
wanst_townsfolk_f_smalltalk_5_4,Quite right.,Całkiem słusznie.
wanst_townsfolk_f_smalltalk_6_1,Oh hey! #0.90 Why the grim look?,"O, hej! #0.90 Czemu taka ponura mina?"
wanst_townsfolk_f_smalltalk_6_2,I just got some bad news.,Właśnie dostałam złe wieści.
wanst_townsfolk_f_smalltalk_6_3,"Well, new doesn't always mean bad...#2.50 try staying optimistic.","Cóż, nowe nie zawsze znaczy złe...#2.50 spróbuj zachować optymizm."
wanst_townsfolk_f_smalltalk_6_4,Eh... okay...,Ech... dobrze...
wanst_townsfolk_f_idle_1_1,If you say so...,Skoro tak mówisz...
wanst_townsfolk_f_idle_2_1,"Could be, but who cares?","Możliwe, ale kogo to obchodzi?"
wanst_townsfolk_f_idle_3_1,I'd rather stay out of it...,Wolałabym się w to nie mieszać...
wanst_townsfolk_f_idle_4_1,That really isn't my problem...,To naprawdę nie mój problem...
wanst_townsfolk_f_idle_5_1,I need to make up my mind about that first...,Muszę najpierw wyrobić sobie o tym zdanie...
wanst_townsfolk_f_idle_6_1,You shouldn't believe everything you hear...,"Nie powinno się wierzyć we wszystko, co się słyszy..."
wanst_townsfolk_f_idle_7_1,Same old story...,Stara śpiewka...
wanst_townsfolk_f_idle_8_1,Some people just never learn...,Niektórzy po prostu nigdy się nie uczą...
wanst_townsfolk_f_idle_9_1,Not my favorite subject...,Nie mój ulubiony temat...
wanst_townsfolk_f_idle_10_1,I thought that was settled a long time ago...,"Myślałam, że to dawno załatwione..."
wanst_townsfolk_f_idle_11_1,There's a lot of talk...,Dużo się mówi...
wanst_townsfolk_f_idle_12_1,What is that vegetable hype all about?,O co chodzi z tą modą na warzywa?
wanst_townsfolk_f_idle_13_1,Have you met that guy that sells rats on a stick?,"Poznałeś tego gościa, który sprzedaje szczury na patyku?"
wanst_townsfolk_f_idle_14_1,There's a freak running around town naked...,Po mieście biega jakiś dziwak nago...
wanst_townsfolk_f_idle_15_1,Do we have to talk about that now?,Musimy o tym teraz rozmawiać?
wanst_townsfolk_f_idle_16_1,I made some gold from that tower once.,Kiedyś zarobiłam trochę złota na tej wieży.
wanst_townsfolk_f_idle_17_1,I'm training to become a doctor.,Uczę się na lekarkę.
wanst_townsfolk_f_idle_18_1,I really enjoy being rich.,Naprawdę lubię być bogata.
wanst_townsfolk_f_idle_19_1,I'd rephrase that a little...,Ujęłabym to trochę inaczej...
wanst_townsfolk_f_idle_20_1,"No, can't be!","Nie, to niemożliwe!"
wanst_townsfolk_f_idle_21_1,"Yeah, totally!","Tak, totalnie!"
wanst_townsfolk_f_idle_22_1,"Please, choose your words wisely.","Proszę, dobieraj słowa ostrożnie."
wanst_townsfolk_f_idle_23_1,Is this a joke?,Czy to żart?
wanst_townsfolk_f_idle_24_1,Yuck!,Fuj!
wanst_townsfolk_door_7_1,"Come back another time, alright?","Wróć innym razem, dobrze?"
wanst_townsfolk_door_8_1,"Umm, better move it! #1.60 Ciao!","Umm, lepiej ruszaj! #1.60 Ciao!"
wanst_townsfolk_door_9_1,Not a good time. #1.30 Sorry!,To nie jest dobry moment. #1.30 Przepraszam!
wanst_townsfolk_door_10_1,"Not available right now, sir!","Teraz niedostępne, panie!"
wanst_townsfolk_door_11_1,"Sorry, I don't know you. #1.80 Get lost.","Przepraszam, nie znam cię. #1.80 Spadaj."
wanst_townsfolk_door_12_1,"Sir, make like a tree. #1.50 And leave...","Panie, bądź jak drzewo. #1.50 I zmykaj..."
wanst_encounter_princessprettycorpse_4_1,"The princess died in vain, #2.00 but at least well fed...","Księżniczka zginęła na próżno, #2.00 ale przynajmniej najedzona..."
wanst_encounter_princessprettycorpse_5_1,Guess she bit the dust...,Chyba ugryzła piach...
wanst_encounter_princessprettycorpse_6_1,Looks like she couldn't digest that.,"Wygląda na to, że nie mogła tego strawić."
wanst_encounter_princessprettycorpse_7_1,Should've thought more thoroughly about what you eat...,"Trzeba było dokładniej myśleć o tym, co się je..."
wanst_encounter_princessprettycorpse_3_1,The late princess. #1.50 Tragic.,Świętej pamięci księżniczka. #1.50 Tragiczne.
wanst_encounter_princessprettycorpse_1_1,We'll remember that princess #1.50 happily munching on corpses forever. #4.00 What a character!,"Na zawsze zapamiętamy tę księżniczkę, #1.50 radośnie chrupiącą zwłoki. #4.00 Co za osobowość!"
wanst_encounter_princessprettycorpse_2_1,Is the princess dead #1.30 or just taking a digestion nap? #3.70 I'd say dead. #4.50 But food can be a killer.,"Czy księżniczka jest martwa, #1.30 czy tylko ucina trawienną drzemkę? #3.70 Powiedziałbym, że martwa. #4.50 Ale jedzenie potrafi zabić."
wanst_pickup_princessprettycorpse_2_1,This is not a place for a princess to rest.,To nie miejsce na odpoczynek dla księżniczki.
wanst_pickup_princessprettycorpse_1_1,From princess to grim mess -- #2.50 let's put that somewhere else.,Od księżniczki do ponurego bałaganu -- #2.50 przenieśmy to gdzie indziej.
row434,Do you think I'm stupid? #2.00 I'm not eating that!,"Myślisz, że jestem głupi? #2.00 Nie zjem tego!"
row435,"Nice try, doofus!","Niezła próba, tępaku!"
row436,"Ahahaha. #1.30 I'm not that easy, smartipants!","Ahahaha. #1.30 Nie tak łatwo mnie podejść, mądralo!"
row437,You think that's all it takes to do me in? #3.00 Jeez louise!,"Myślisz, że tyle wystarczy, żeby mnie załatwić? #3.00 Rany boskie!"
row438,I wouldn't touch that if you paid me! #2.50 Get lost!,"Nie tknąłbym tego, nawet gdybyś mi zapłacił! #2.50 Spadaj!"
row439,Are you really trying to poison me with that? #2.80 I am disappointed.,Naprawdę próbujesz mnie tym otruć? #2.80 Jestem rozczarowany.
row440,You really thought I'd just drink that?,"Naprawdę myślałeś, że po prostu to wypiję?"
row441,"Yuck!  #0.80 Why don't you drink that, huh?","Fuj!  #0.80 A czemu ty tego nie wypijesz, co?"
row442,"Not in the mood for drinking poison right now, sorry.","Nie mam teraz ochoty pić trucizny, wybacz."
wanst_encounter_gamblercup_1_1,I bet I could put that cup on my head.,"Założę się, że mógłbym założyć ten kubek na głowę."
wanst_encounter_gamblercup_2_1,A small cup hat would accentuate my glamorous hair.,Mała czapka z kubka podkreśliłaby moje olśniewające włosy.
wanst_equip_gamblercup_1_1,"Not sure if this is supposed to be worn like this, #2.50 but I feel fancy.","Nie jestem pewien, czy to powinno się nosić w ten sposób, #2.50 ale czuję się szykownie."
wanst_equip_gamblercup_2_1,Modern headwear is weird.,Nowoczesne nakrycia głowy są dziwne.
wanst_equip_gamblercup_3_1,Watch closely and tell me #1.20 where the hero went.,"Patrz uważnie i powiedz mi, #1.20 dokąd zniknął bohater."
wanst_encounter_shovel_1_1,"If this tower were made out of mud, #2.00 I could use that to escape. #3.90 The use, for now, is ""bonk"".","Gdyby ta wieża była z błota, #2.00 mógłbym tym uciec. #3.90 Na razie zastosowanie brzmi: „łup”."
wanst_encounter_shovel_2_1,Where's the gardener to this shovel?,Gdzie ogrodnik od tej łopaty?
wanst_encounter_shovel_3_1,I hope this shovel isn't here to dig my grave.,"Mam nadzieję, że ta łopata nie jest tu po to, by kopać mój grób."
wanst_pickup_shovel_1_1,Call me the shovel knight!,Mów mi Rycerz Łopaty!
wanst_pickup_shovel_2_1,Let's dig some holes.,Wykopmy trochę dołów.
wanst_pickup_shovel_3_1,All right. #0.60 Anything ready to be buried?,Dobrze. #0.60 Coś gotowe do pogrzebania?
wanst_attack_shovel_1_1,Dig this!,Wkop się w to!
