key,en,pl
excito_takegold_perfect_3_1,You're such a kind man!,Ale z ciebie poczciwiec!
excito_takegold_great_1_1,"Thanks bud, I'll save that for later.","Dzięki, ziomek, to sobie zachowam na później."
excito_takegold_great_2_1,Holy cash cow! #1.70 Thanks for milking the generosity udders!,Święta krowo z gotówki! #1.70 Dzięki za udój ze szczodrości!
excito_takegold_great_3_1,Eee-heeeyyy! #1.00 #1.30 Dare to spare. #2.50Love it.,Ejże-hejże! #1.00 #1.30 Odważ się i podziel. #2.50 Uwielbiam.
excito_takegold_good_1_1,Okayyy. #1.20 You're making some advancements...,Okejaa. #1.20 Robisz jakieś postępy...
excito_takegold_good_2_1,"Alright, this is a sign of hope, I guess.","No dobra, to chyba jakaś iskierka nadziei."
excito_takegold_good_3_1,"Uuuh, now that's something coming from you.","Uuu, to już coś jak na ciebie."
excito_takegold_medium_1_1,"Oh, wow. Who would've thought... #1.90 Thanks.",O rety. Kto by pomyślał... #1.90 Dzięki.
excito_takegold_medium_2_1,"I... didn't expect that.#1.70 #2.10 Thanks, pal.","Ja... tego się nie spodziewałem.#1.70 #2.10 Dzięki, stary."
excito_takegold_medium_3_1,"I see a little light on the horizon of your grim.#2.50 #2.80 In the shape of a gold coin, hehe.","Widzę promyk światła na horyzoncie twojej ponurości.#2.50 #2.80 W kształcie złotej monety, hehe."
excito_takegold_bummed_1_1,"You think money can fix this? #1.90 Well, it can... #3.00 Sigh.","Myślisz, że kasa to naprawi? #1.90 Cóż, może i tak... #3.00 Wzdycham."
excito_takegold_bummed_2_1,A small part of me appreciates this. #2.50 Still bummed though.,Mała cząstka mnie to docenia. #2.50 Ale nadal jestem zdołowany.
excito_takegold_bummed_3_1,You're making this a little bit better... #1.50 #2.00 But only a little bittle.,Trochę to poprawiasz... #1.50 #2.00 Ale tylko odrobinkę-drobinkę.
excito_takegold_angry_1_1,This is a drop in an ocean of ANGRINESS...,To kropla w oceanie mojej WŚCIEKŁOŚCI...
excito_takegold_angry_2_1,"Okay, we're getting somewhere...","Okej, robimy postępy..."
excito_takegold_angry_3_1,Keep going...,Dalej tak trzymaj...
excito_rejectgold_good_1_1,Uhm...#0.90 ...no thanks.,"Yyy...#0.90 ...nie, dzięki."
excito_rejectgold_good_2_1,"Uhm, money makes me moody. #2.10 So no thanks.","Yyy, kasa wprawia mnie w zły nastrój. #2.10 Więc nie, dzięki."
excito_rejectgold_good_3_1,That's not something I need right now.,Tego akurat teraz nie potrzebuję.
excito_rejectgold_medium_1_1,"No deal, man. #1.00 Keep that to yourself.","Nie ma zgody, stary. #1.00 Zatrzymaj to sobie."
excito_rejectgold_medium_2_1,You're so cheap.#0.90 #1.30 Ugh.,Ale z ciebie sknera.#0.90 #1.30 Uch.
excito_rejectgold_medium_3_1,I didn't order the check. #1.30 Get lost.,Nie zamawiałem rachunku. #1.30 Spadaj.
excito_rejectgold_bummed_1_1,I don't want your money. #1.20 Jeez!,Nie chcę twojej kasy. #1.20 Rety!
excito_rejectgold_bummed_2_1,You're trying to repay me? #1.50 Really?,Próbujesz mi się odwdzięczyć? #1.50 Serio?
excito_rejectgold_bummed_3_1,"I'm not your servant, dude.","Nie jestem twoim sługą, ziomek."
excito_rejectgold_angry_1_1,"Holy macaroni! #1.50 Get lost already, throwing around cash like an idiot! #4.50 Ugh!","Święte klopsiki! #1.50 Spadaj już, rozrzucasz kasę jak idiota! #4.50 Uch!"
excito_rejectgold_angry_2_1,"Oh god, don't bother!","O boże, nie zawracaj sobie głowy!"
excito_rejectgold_angry_3_1,"Stop doing that, aaargh.","Przestań to robić, aaargh."
excito_looted_perfect_1_1,"Whoa, I'm ticklish! #1.50 Hahaha!","Ojej, łaskotki! #1.50 Hahaha!"
excito_looted_great_1_1,"Heheheeey, what?","Heheheej, co jest?"
excito_looted_good_1_1,"Uh, what is going on?","Yyy, co tu się dzieje?"
excito_looted_medium_1_1,"Dude, what the hell?","Stary, co jest, do cholery?"
excito_looted_bummed_1_1,"Uhm, stop?","Yyy, przestań?"
excito_looted_angry_1_1,"Stop that, man! #1.30 Wow!","Przestań, człowieku! #1.30 Ojej!"
excito_wanst_died_trap_perfect_1_1,Nooo! We weren't finished!,Nieee! Jeszcze nie skończyliśmy!
excito_wanst_died_trap_perfect_2_1,Whoa! That was my friend!,Ojej! To był mój przyjaciel!
excito_wanst_died_trap_great_1_1,"Ah, man! #1.10 I don't want our adventure to end here...","Ej, stary! #1.10 Nie chcę, żeby nasza przygoda skończyła się tutaj..."
excito_wanst_died_trap_good_1_1,"Aaaah, I can't look at that! #1.80 Oh, man.","Aaa, nie mogę na to patrzeć! #1.80 O rany."
excito_wanst_died_trap_medium_1_1,Watch out there's a tra- #1.20 #1.60 Ouuh.,"Uważaj, tam jest puła- #1.20 #1.60 Ojej."
excito_wanst_died_trap_bummed_1_1,Damn.#0.50 That was a step too far.,Cholera.#0.50 To był krok za daleko.
excito_wanst_died_trap_angry_1_1,"Well, there he went!","No cóż, i po nim!"
excito_wanst_died_enemy_perfect_1_1,Aaah! I'm such a terrible friend!,Aaa! Ale ze mnie okropny przyjaciel!
excito_wanst_died_enemy_great_1_1,Oh no! #0.90 How could you!?,O nie! #0.90 Jak mogłeś!?
excito_wanst_died_enemy_good_1_1,"Oh boy, I didn't look. #1.60 Sorry!","Ojej, nie patrzyłem. #1.60 Sorki!"
excito_wanst_died_enemy_medium_1_1,Ah damn. #1.10 Watch out!,"Ach, cholera. #1.10 Uważaj!"
excito_wanst_died_enemy_bummed_1_1,Oh wow. #0.90 How did it come to this...,O rety. #0.90 Jak do tego doszło...
excito_wanst_died_enemy_angry_1_1,Ouchie!,Ał!
excito_wanst_died_excito_perfect_1_1,"Ah man, I saw a...#1.50... true friend in you! #2.50 I really did!","Ej, stary, widziałem w tobie...#1.50... prawdziwego przyjaciela! #2.50 Naprawdę!"
excito_wanst_died_excito_great_1_1,"Ah, man! #0.90 Who would've known.#1.90 This started so smoothly.","Ej, stary! #0.90 Kto by pomyślał.#1.90 Tak dobrze się zaczęło."
excito_wanst_died_excito_great_2_1,Guess I'm on my own again...,Znowu jestem sam...
excito_wanst_died_excito_good_1_1,You sure started a fire...#1.30 ...you couldn't extinguish...,Rozpaliłeś ogień...#1.30 ...którego nie umiałeś zgasić...
excito_wanst_died_excito_medium_1_1,"You chose violence, man!","Wybrałeś przemoc, stary!"
excito_wanst_died_excito_medium_2_1,"You really wanted it that way, huh?","Naprawdę tego chciałeś, co?"
excito_wanst_died_excito_bummed_1_1,"This needed to end. #1.20 #1.50 Sorry, pal.","To musiało się skończyć. #1.20 #1.50 Wybacz, ziomek."
excito_wanst_died_excito_angry_1_1,A fitting end for you!,Odpowiedni koniec dla ciebie!
excito_wanst_died_excito_postal_1_1,Raage!,Wściekłość!
excito_wanst_died_excito_postal_2_1,Mayhem!,Rzeź!
excito_wanst_transform_monster_perfect_1_1,"What did you do to my best friend?! #2.00 Die, foul beast!","Co zrobiłeś mojemu najlepszemu przyjacielowi?! #2.00 Giń, ohydna bestio!"
excito_wanst_transform_monster_great_1_1,"Wait what's going on here? #1.50 #2.00 Die, you beast!","Chwila, co tu się dzieje? #1.50 #2.00 Giń, bestio!"
excito_wanst_transform_monster_good_1_1,My instincts are choosing violence!,Mój instynkt wybiera przemoc!
excito_wanst_transform_monster_medium_1_1,He's a monster!,On jest potworem!
excito_wanst_transform_monster_bummed_1_1,"Wow, you're one of them? #2.20 I knew it!","O rany, jesteś jednym z nich? #2.20 Wiedziałem!"
excito_wanst_transform_monster_angry_1_1,Now that's one reason more to punch you in the face!,"To o jeden powód więcej, żeby przywalić ci w twarz!"
excito_wanst_transform_wanst_perfect_1_1,Phew! Glad you're back to normal! #2.00 Are you alright?,"Uff! Cieszę się, że wróciłeś do normy! #2.00 Wszystko gra?"
excito_wanst_transform_wanst_great_1_1,"Heyyy, welcome back! Puh!","Ejże, witaj z powrotem! Uff!"
excito_wanst_transform_wanst_good_1_1,It was you? #1.40 Sorry for trying to kill you.,"To byłeś ty? #1.40 Sorki, że próbowałem cię zabić."
excito_wanst_transform_wanst_medium_1_1,"Oh, hey. #0.90 You seem a bit less dangerous now...","O, hej. #0.90 Wyglądasz teraz na trochę mniej niebezpiecznego..."
excito_wanst_transform_wanst_bummed_1_1,"Oh, it's you...","Ach, to ty..."
excito_wanst_transform_wanst_angry_1_1,"Too bad, I was about to end you!","Szkoda, miałem cię właśnie wykończyć!"
excito_transformback_perfect_1_1,"Eyyy, I'm back!","Ejże, wróciłem!"
excito_transformback_great_1_1,Huzzah! #0.90 Back to my gorgeous self.,Hurra! #0.90 Wracam do mojej wspaniałej postaci.
excito_transformback_great_2_1,Finally human again!,W końcu znów jestem człowiekiem!
excito_transformback_great_3_1,"Woah, now this feels much better!","Ojej, teraz czuję się dużo lepiej!"
excito_transformback_good_1_1,Wooosh. That was intense.,Wuuusz. To było intensywne.
excito_transformback_medium_1_1,"Maaan, why me? #1.70 Ugh.","Ej, no czemu ja? #1.70 Uch."
excito_transformback_bummed_1_1,I liked being a monster better.,Wolałem być potworem.
excito_transformback_angry_1_1,"Damn, what was that for!?","Cholera, za co to było!?"
excito_attack_perfect_1_1_a,Unstoppable!,Nie do zatrzymania!
excito_attack_perfect_1_1_b,Haha!,Haha!
excito_attack_perfect_1_1_c,See me swing it!,"Patrz, jak nim wymachuję!"
excito_attack_perfect_1_1_d,Striking dirty!,Walę na brudno!
excito_attack_great_1_1_a,That won't get you anywhere!,To cię nigdzie nie zaprowadzi!
excito_attack_great_1_1_b,A punch for lunch!,Cios na obiad!
excito_attack_great_1_1_c,"No gear, no fear!","Bez ekwipunku, bez strachunku!"
excito_attack_great_1_1_d,Easy money!,Łatwa kasa!
excito_attack_great_1_1_e,Die!,Giń!
excito_attack_good_1_1_a,Pow!,Bum!
excito_attack_good_1_1_b,No running!,Bez uciekania!
excito_attack_good_1_1_c,I'll get you.,Dopadnę cię.
excito_attack_good_1_1_d,"Easy way out, eh?","Łatwe wyjście, co?"
excito_attack_medium_1_1_a,"Okay... stop it, folks.","Okej... uspokójcie się, ludziska."
excito_attack_medium_1_1_b,I know self defense.,Znam się na samoobronie.
excito_attack_medium_1_1_c,See how you handle this!,"Zobacz, jak sobie z tym poradzisz!"
excito_attack_medium_2_1_a,I'll get you!,Dopadnę cię!
excito_attack_bummed_1_1_a,Stay away!,Trzymaj się z daleka!
excito_attack_bummed_1_1_b,Gimme a break.,Daj mi spokój.
excito_attack_bummed_1_1_c,Can we just stop?,Możemy już przestać?
excito_attack_angry_1_1_a,You're making a mess.,Robisz tu straszny bałagan.
excito_attack_angry_1_1_b,I had it up to here.,Mam tego po dziurki w nosie.
excito_attack_angry_1_1_c,"Get lost, fools!","Spadajcie, głupcy!"
excito_scared_1_1,"There he comes, ugh!","O nie, idzie, uch!"
excito_scared_2_1,This ugly goblin is hella freaky!,Ten brzydki goblin jest przeraźliwie upiorny!
excito_scared_3_1,Eeew. #0.70 What does that giant rat want from us?,Fuj. #0.70 Czego chce od nas ten wielki szczur?
excito_scared_4_1,"Damn, watch out!","Cholera, uważaj!"
excito_poison_perfect_1_1,"I'm poisoned. #1.00 But it's no problem, really!","Jestem zatruty. #1.00 Ale spoko, żaden problem!"
excito_poison_great_1_1,A little poison is good for the immune system.,Odrobina trucizny dobrze robi na odporność.
excito_poison_good_1_1,"Oh, whoops. #1.30 Can't say I like being poisoned.","Ojej, wpadka. #1.30 Nie powiem, żebym lubił być zatruty."
excito_poison_medium_1_1,"Whoa, I suddenly feel very sick. #2.70Ugh.","Ojej, nagle robi mi się bardzo niedobrze. #2.70Uch."
excito_poison_bummed_1_1,"Help, I've been poisoned!","Pomocy, zostałem zatruty!"
excito_poison_angry_1_1,POISON?! #1.00AARGH!,TRUCIZNA?! #1.00AARGH!
excito_weird_perfect_1_1,That's such a creative idea!,To taki kreatywny pomysł!
excito_weird_great_1_1,A new look? #1.00 Why not!,Nowy wygląd? #1.00 A czemu nie!
excito_weird_good_1_1,I didn't really ask for this.,Ja o to wcale nie prosiłem.
excito_weird_medium_1_1,Uhm. What is this for? #2.00 #2.40 You wanna tell me something?,Yyy. Po co to niby jest? #2.00 #2.40 Chcesz mi coś powiedzieć?
excito_weird_bummed_1_1,"Great, I look weird. #1.60 Bravo!","Świetnie, wyglądam dziwacznie. #1.60 Brawo!"
excito_weird_angry_1_1,Don't we have better things to do?!,Nie mamy lepszych rzeczy do roboty?!
excito_anti_perfect_1_1,"Well, look at this! #1.10 I feel alright!","No proszę, patrzcie no! #1.10 Czuję się dobrze!"
excito_anti_perfect_2_1,Thanks! #0.70 I feel smooth!,Dzięki! #0.70 Czuję się gładko!
excito_anti_great_1_1,Eyyyy. #0.80 I feel healthier than ever!,Ejże. #0.80 Czuję się zdrowszy niż kiedykolwiek!
excito_anti_good_1_1,Thanks for the medicine!,Dzięki za lekarstwo!
excito_anti_medium_1_1,"Thanks, I appreciate it.","Dzięki, doceniam to."
excito_anti_bummed_1_1,I think I'm supposed to feel better now.,Chyba mam się teraz poczuć lepiej.
excito_anti_angry_1_1,"Mmm, it's nothing special.","Mhm, nic specjalnego."
excito_speed_1_1,"Fast I go, say no to slow!","Szybko gnam, wolne tempo? Nie znam!"
excito_strong_1_1,I feel I can move mountains #1.50 and punch bears into heaven. #3.00 Come at me!,"Czuję, że mogę przenosić góry #1.50 i posyłać niedźwiedzie prosto do nieba jednym ciosem. #3.00 Chodź no tu!"
