key,en,pl
hubert_newfloor_medium_3_1,Let's see where this goes.,"Zobaczmy, dokąd to zmierza."
hubert_newfloor_medium_4_1,I see a slight improvement in our adventure. #2.30 Could you keep that up?,Widzę drobną poprawę w naszej przygodzie. #2.30 Dasz radę tak dalej?
hubert_newfloor_medium_5_1,I see a slight improvement in our adventure. #2.50 Could you keep that up?,Widzę drobną poprawę w naszej przygodzie. #2.50 Dasz radę tak dalej?
hubert_newfloor_medium_6_1,I see a slight improvement in our adventure. #2.50 Will you keep that up?,Widzę drobną poprawę w naszej przygodzie. #2.50 Utrzymasz to tempo?
hubert_newfloor_medium_7_1,Okay. #0.80 At least we're still alive and making progress...,No dobra. #0.80 Przynajmniej wciąż żyjemy i robimy postępy...
hubert_newfloor_bummed_1_1,"Wow, we made it. #1.30 This is a miracle...","Ho ho, udało się. #1.30 To istny cud..."
hubert_newfloor_bummed_2_1,"Wow, we made it. #1.30 This is a miracle...","Ho ho, udało się. #1.30 To istny cud..."
hubert_newfloor_bummed_3_1,"Wow, we made it. #1.30 This is a miracle...","Ho ho, udało się. #1.30 To istny cud..."
hubert_newfloor_bummed_4_1,Nice. #0.50 Neither you or any of the other foes killed me. #3.20 Guess that's a start?,"Ładnie. #0.50 Ani ty, ani żaden z wrogów mnie nie zabił. #3.20 To chyba jakiś początek?"
hubert_newfloor_bummed_5_1,Nice. #0.50 Neither you or any of the other foes killed me. #3.00 Guess that's a start?,"Ładnie. #0.50 Ani ty, ani żaden z wrogów mnie nie zabił. #3.00 To chyba jakiś początek?"
hubert_newfloor_bummed_6_1,Phew.#0.70 A new floor. #1.60 Could you continue not getting us killed? Thanks.,Uff.#0.70 Nowe piętro. #1.60 Mógłbyś dalej nas nie zabijać? Dzięki.
hubert_newfloor_bummed_7_1,Phew.#0.70 A new floor. #1.60 Could you continue not getting us killed? Thanks.,Uff.#0.70 Nowe piętro. #1.60 Mógłbyś dalej nas nie zabijać? Dzięki.
hubert_takegold_perfect_1_1,"Alright, thank you! #1.80 That's so generous.","No dobrze, dziękuję! #1.80 To bardzo szczodre z twojej strony."
hubert_takegold_perfect_2_1,"Alright, thank you! #1.80 That's so generous.","No dobrze, dziękuję! #1.80 To bardzo szczodre z twojej strony."
hubert_takegold_perfect_3_1,"Alright, thank you! #1.50 That is so generous.","No dobrze, dziękuję! #1.50 To bardzo szczodre z twojej strony."
hubert_takegold_perfect_4_1,"Aaah, you don't need to.","Aaa, nie musisz tego robić."
hubert_takegold_perfect_5_1,"Aaah, you didn't need to.","Aaa, nie musiałeś tego robić."
hubert_takegold_perfect_6_1,"Ah, you shouldn't have. #1.40 But thanks.","Ach, nie powinieneś był. #1.40 Ale dzięki."
hubert_takegold_perfect_7_1,"Ah, you shouldn't have. #1.50 Thank you.","Ach, nie powinieneś był. #1.50 Dziękuję."
hubert_takegold_perfect_8_1,Thank you. #0.80 I will let my parents know this came from you.,"Dziękuję. #0.80 Powiem rodzicom, że to od ciebie."
hubert_takegold_perfect_9_1,Thank you. #0.80 I will let my parents know this came from you.,"Dziękuję. #0.80 Powiem rodzicom, że to od ciebie."
hubert_takegold_perfect_10_1,Ah thanks! #1.00 I will let my parents know this came from you.,"Ach, dzięki! #1.00 Powiem rodzicom, że to od ciebie."
hubert_takegold_great_1_1,Thanks! #0.70 That's so nice of you.,Dzięki! #0.70 To bardzo miłe z twojej strony.
hubert_takegold_great_2_1,Ah thanks! #0.80 That's very nice of you.,"Ach, dzięki! #0.80 To bardzo miłe z twojej strony."
hubert_takegold_great_3_1,You are the best! #1.10 Thanks.,Jesteś najlepszy! #1.10 Dzięki.
hubert_takegold_great_4_1,You are the best! #1.30 Thanks.,Jesteś najlepszy! #1.30 Dzięki.
hubert_takegold_great_5_1,"Ah, you are the best! #1.30 Thanks.","Ach, jesteś najlepszy! #1.30 Dzięki."
hubert_takegold_great_6_1,"Ah, you're so kind.","Ach, jesteś taki miły."
hubert_takegold_great_7_1,"Ah, thank you, you're so kind.","Ach, dziękuję, jesteś taki miły."
hubert_takegold_great_8_1,"Oh, you're so kind.","Och, jesteś taki miły."
hubert_takegold_good_1_1,Thanks. #0.70 That'll help a little.,Dzięki. #0.70 To trochę pomoże.
hubert_takegold_good_2_1,Thanks. #0.60 That'll help a little.,Dzięki. #0.60 To trochę pomoże.
hubert_takegold_good_3_1,Thank you. #0.60 That'll help a little.,Dziękuję. #0.60 To trochę pomoże.
hubert_takegold_good_4_1,"Cool, I'll save that for my sick parents.","Super, odłożę to dla moich chorych rodziców."
hubert_takegold_good_5_1,"Cool, I'll save that for my sick parents.","Super, odłożę to dla moich chorych rodziców."
hubert_takegold_good_6_1,"Cool, I'll save that #1.10 for my sick parents.","Super, odłożę to #1.10 dla moich chorych rodziców."
hubert_takegold_good_7_1,Thanks. #0.80 I appreciate that.,Dzięki. #0.80 Doceniam to.
hubert_takegold_good_8_1,Thanks. #0.70 I appreciate that.,Dzięki. #0.70 Doceniam to.
hubert_takegold_good_9_1,Thanks. #0.50 I appreciate that.,Dzięki. #0.50 Doceniam to.
hubert_takegold_medium_1_1,Wow. #0.80 You can be nice sometimes.,O rety. #0.80 Czasem potrafisz być miły.
hubert_takegold_medium_2_1,Wow. #0.80 You can be nice sometimes.,O rety. #0.80 Czasem potrafisz być miły.
hubert_takegold_medium_3_1,Wow. #0.60 You can be nice sometimes.,O rety. #0.60 Czasem potrafisz być miły.
hubert_takegold_medium_4_1,"Oh, thanks.","Och, dzięki."
hubert_takegold_medium_5_1,"Oh, thanks.","Och, dzięki."
hubert_takegold_medium_6_1,"Oh, thank you.","Och, dziękuję."
hubert_takegold_medium_7_1,Oh. #0.50 Th... thanks.,Och. #0.50 Dz... dzięki.
hubert_takegold_medium_8_1,You're really giving me something? #1.50 That's so unexpected.,Naprawdę mi coś dajesz? #1.50 To takie niespodziewane.
hubert_takegold_medium_9_1,You are really giving me something? #2.00 That's so unexpected.,Naprawdę mi coś dajesz? #2.00 To takie niespodziewane.
hubert_takegold_bummed_1_1,We... #0.80 We're still friends?,My... #0.80 Wciąż jesteśmy przyjaciółmi?
hubert_takegold_bummed_2_1,We... we're still friends?,My... wciąż jesteśmy przyjaciółmi?
hubert_takegold_bummed_3_1,We... we're still friends?,My... wciąż jesteśmy przyjaciółmi?
hubert_takegold_bummed_4_1,Are we still friends?,Czy wciąż jesteśmy przyjaciółmi?
hubert_takegold_bummed_5_1,"Oh, thanks.","Och, dzięki."
hubert_takegold_bummed_6_1,Oh. #0.60 Thanks?,Och. #0.60 Dzięki?
hubert_takegold_bummed_7_1,Are you trying to cheer me up?,Próbujesz mnie pocieszyć?
hubert_takegold_bummed_8_1,Are you trying to cheer me up?,Próbujesz mnie pocieszyć?
hubert_takegold_bummed_9_1,Are you trying to cheer me up?,Próbujesz mnie pocieszyć?
hubert_takegold_angry_1_1,That's still not enough.,To wciąż za mało.
hubert_takegold_angry_2_1,That is still not enough.,To wciąż za mało.
hubert_takegold_angry_3_1,That's still not enough.,To wciąż za mało.
hubert_takegold_angry_4_1,At least that's some compensation.,Przynajmniej to jakaś rekompensata.
hubert_takegold_angry_5_1,At least that's some compensation.,Przynajmniej to jakaś rekompensata.
hubert_takegold_angry_6_1,That's all you're willing to give?,"To wszystko, co zamierzasz dać?"
hubert_takegold_angry_7_1,That's all you're willing to give?,"To wszystko, co zamierzasz dać?"
hubert_takegold_angry_8_1,That's all you're willing to give?,"To wszystko, co zamierzasz dać?"
hubert_takegold_angry_9_1,That's all you're willing to give?,"To wszystko, co zamierzasz dać?"
hubert_rejectgold_good_1_1,"Not right now, thanks.","Nie teraz, dzięki."
hubert_rejectgold_good_2_1,"Not right now, thanks.","Nie teraz, dzięki."
hubert_rejectgold_good_3_1,"Not right now, thanks.","Nie teraz, dzięki."
hubert_rejectgold_good_4_1,You should keep that for yourself.,Powinieneś zatrzymać to dla siebie.
hubert_rejectgold_good_5_1,You should keep that for yourself.,Powinieneś zatrzymać to dla siebie.
hubert_rejectgold_good_6_1,You should keep that for yourself.,Powinieneś zatrzymać to dla siebie.
hubert_rejectgold_good_7_1,"You took it, you keep it.","Ty to wziąłeś, ty to zatrzymaj."
hubert_rejectgold_good_8_1,"You got it, you keep it.","Ty to masz, ty to zatrzymaj."
hubert_rejectgold_good_9_1,"You took it, you keep it.","Ty to wziąłeś, ty to zatrzymaj."
hubert_rejectgold_medium_1_1,I'm not touching these anymore.,Już więcej tego nie dotknę.
hubert_rejectgold_medium_2_1,I'm not touching these anymore.,Już więcej tego nie dotknę.
hubert_rejectgold_medium_3_1,I'm not touching these anymore.,Już więcej tego nie dotknę.
hubert_rejectgold_medium_4_1,Keep your riches to yourself.,Zatrzymaj swoje bogactwa dla siebie.
hubert_rejectgold_medium_5_1,Keep your riches to yourself.,Zatrzymaj swoje bogactwa dla siebie.
hubert_rejectgold_medium_6_1,Keep your riches to yourself.,Zatrzymaj swoje bogactwa dla siebie.
hubert_rejectgold_medium_7_1,Are you trying to compensate?,Próbujesz mi to jakoś wynagrodzić?
hubert_rejectgold_medium_8_1,Are you trying to compensate?,Próbujesz mi to jakoś wynagrodzić?
hubert_rejectgold_medium_9_1,Are you trying to compensate?,Próbujesz mi to jakoś wynagrodzić?
hubert_rejectgold_bummed_1_1,I don't want your filthy money.,Nie chcę twoich brudnych pieniędzy.
hubert_rejectgold_bummed_2_1,I don't want your filthy money.,Nie chcę twoich brudnych pieniędzy.
hubert_rejectgold_bummed_3_1,I don't want your filthy money.,Nie chcę twoich brudnych pieniędzy.
hubert_rejectgold_bummed_4_1,I'm bummed. #0.90 But I'm not a bum!,Jestem przybity. #0.90 Ale nie jestem przybłędą!
hubert_rejectgold_bummed_5_1,I'm bummed. #0.90 But I'm not a bum!,Jestem przybity. #0.90 Ale nie jestem przybłędą!
hubert_rejectgold_bummed_6_1,I may be bummed. #1.00 But I'm not a bum!,Może i jestem przybity. #1.00 Ale nie jestem przybłędą!
hubert_rejectgold_bummed_7_1,"I'm bummed, I'm not a bum.","Jestem przybity, nie jestem przybłędą."
hubert_rejectgold_bummed_8_1,Money can't buy you love now.,Pieniądze i tak nie kupią ci teraz miłości.
hubert_rejectgold_bummed_9_1,Money can't buy you love.,Pieniądze nie kupią ci miłości.
hubert_rejectgold_bummed_10_1,Money can't buy you love.,Pieniądze nie kupią ci miłości.
hubert_rejectgold_bummed_11_1,Money can't buy you love.,Pieniądze nie kupią ci miłości.
hubert_rejectgold_angry_1_1,Find someone else to carry your junk.,Znajdź sobie kogoś innego do noszenia twoich śmieci.
hubert_rejectgold_angry_2_1,Find someone else to carry your junk.,Znajdź sobie kogoś innego do noszenia twoich śmieci.
hubert_rejectgold_angry_3_1,Find someone else to carry your junk.,Znajdź sobie kogoś innego do noszenia twoich śmieci.
hubert_rejectgold_angry_4_1,Whoops. #0.80 Fell to the ground. #1.80 Want to pick it up for me?,Ups. #0.80 Upadło na ziemię. #1.80 Podniesiesz to za mnie?
hubert_rejectgold_angry_5_1,Whoops. #0.80 Fell to the ground. #1.80 Want to pick it up for me?,Ups. #0.80 Upadło na ziemię. #1.80 Podniesiesz to za mnie?
hubert_rejectgold_angry_6_1,Whoops. #0.50 It fell to the ground. #1.80 Want to pick it up for me?,Ups. #0.50 To upadło na ziemię. #1.80 Podniesiesz to za mnie?
hubert_rejectgold_angry_7_1,Money can't make up for you being a meanie.,"Pieniądze nie zrekompensują tego, że jesteś złośliwcem."
hubert_rejectgold_angry_8_1,Money can't make up for being a meanie.,Pieniądze nie zrekompensują bycia złośliwcem.
hubert_rejectgold_angry_9_1,Money can't make up for you being a meanie.,"Pieniądze nie zrekompensują tego, że jesteś złośliwcem."
hubert_looted_perfect_1_1,"Haha, this is so fun!","Haha, ale to zabawne!"
hubert_looted_perfect_2_1,"Haha, this is so fun!","Haha, ale to zabawne!"
hubert_looted_perfect_3_1,Nooo! I'm ticklish!,Nieee! Mam łaskotki!
hubert_looted_perfect_4_1,No no no. I'm ticklish!,Nie nie nie. Mam łaskotki!
hubert_looted_perfect_5_1,No no no. I'm ticklish! Hehehe.,Nie nie nie. Mam łaskotki! Hehehe.
hubert_looted_perfect_6_1,This is like an action-hug! #2.00 Thaaanks!,To jak przytulas w akcji! #2.00 Dzięęęki!
hubert_looted_perfect_7_1,"This is like an action-hug! #2.30 Haha, thanks!","To jak przytulas w akcji! #2.30 Haha, dzięki!"
hubert_looted_perfect_8_1,"This is like an action-hug! #1.80 Haha, thanks!","To jak przytulas w akcji! #1.80 Haha, dzięki!"
hubert_looted_great_1_1,Hey!,Hej!
hubert_looted_great_2_1,Hey!,Hej!
hubert_looted_great_3_1,Hey!,Hej!
hubert_looted_great_4_1,"Hey, aaaw!","Hej, ojej!"
hubert_looted_great_5_1,"Hey, stop.","Hej, przestań."
hubert_looted_great_6_1,Please don't shake me!,"Proszę, nie potrząsaj mną!"
hubert_looted_great_7_1,Please don't shake me!,"Proszę, nie potrząsaj mną!"
hubert_looted_great_8_1,Please don't shake me!,"Proszę, nie potrząsaj mną!"
hubert_looted_great_9_1,H-h-heeey.,H-h-heej.
hubert_looted_great_10_1,H-h-heeey.,H-h-heej.
hubert_looted_great_11_1,H-h-heeey.,H-h-heej.
hubert_looted_great_12_1,H-h-heeey s-s-stop!,"H-h-heej, p-p-przestań!"
hubert_looted_good_1_1,"Aw, man!","Ojej, no nie!"
hubert_looted_good_2_1,"Aw, man!","Ojej, no nie!"
hubert_looted_good_3_1,"Aw, man!","Ojej, no nie!"
hubert_looted_good_4_1,Nooo!,Nieee!
hubert_looted_good_5_1,Nooo!,Nieee!
hubert_looted_good_6_1,What the...?,Co jest...?
hubert_looted_good_7_1,What the...?,Co jest...?
hubert_looted_good_8_1,What the? No!,Co jest? Nie!
hubert_looted_medium_1_1,Hands off me!,Łapy przy sobie!
hubert_looted_medium_2_1,Hands off!,Łapy precz!
hubert_looted_medium_3_1,Get your hands off of me!,Zabierz ode mnie swoje łapy!
hubert_looted_medium_4_1,"Hey, stop.","Hej, przestań."
hubert_looted_medium_5_1,What are you doing?,Co ty robisz?
hubert_looted_medium_6_1,What are you doing?,Co ty robisz?
hubert_looted_medium_7_1,What are you doing?,Co ty robisz?
hubert_looted_medium_8_1,Ow!,Au!
hubert_looted_medium_9_1,Ow!,Au!
hubert_looted_medium_10_1,Ow!,Au!
hubert_looted_bummed_1_1,Help!,Pomocy!
hubert_looted_bummed_2_1,Help me.,Pomóż mi.
hubert_looted_bummed_3_1,Help!,Pomocy!
hubert_looted_bummed_4_1,Heeeelp!,Poooomocy!
hubert_looted_bummed_5_1,Aaah.,Aaa.
hubert_looted_bummed_6_1,Aaah.,Aaa.
hubert_looted_bummed_7_1,Enough!,Wystarczy!
hubert_looted_bummed_8_1,Enough!,Wystarczy!
hubert_looted_bummed_9_1,Enough!,Wystarczy!
hubert_looted_angry_1_1,Stop it!,Przestań!
hubert_looted_angry_2_1,Stop it!,Przestań!
hubert_looted_angry_3_1,"Stop it, you!","Przestań, ty!"
hubert_looted_angry_4_1,Stop it!,Przestań!
hubert_looted_angry_5_1,Hey!,Hej!
hubert_looted_angry_6_1,Hey!,Hej!
hubert_looted_angry_7_1,"Hey, no!","Hej, nie!"
hubert_looted_angry_8_1,Don't!,Nie rób tego!
hubert_looted_angry_9_1,Don't you!,Nie waż się!
hubert_looted_angry_10_1,Doooon't!,Nieeee rób tego!
hubert_wanst_died_trap_perfect_1_1,"Ah, how could that happen?","Ach, jak to się mogło stać?"
hubert_wanst_died_trap_perfect_2_1,"Oh, how could that happen?","Och, jak to się mogło stać?"
hubert_wanst_died_trap_perfect_3_1,Aah! #0.70 How could that happen?,Aaa! #0.70 Jak to się mogło stać?
hubert_wanst_died_trap_perfect_4_1,Aah! #0.70 How could that happen?,Aaa! #0.70 Jak to się mogło stać?
hubert_wanst_died_trap_perfect_5_1,Oh no. #1.20 We could've made it so far together.,O nie. #1.20 Mogliśmy zajść tak daleko razem.
hubert_wanst_died_trap_perfect_6_1,Oh no. #1.10 We could've made it so far together.,O nie. #1.10 Mogliśmy zajść tak daleko razem.
hubert_wanst_died_trap_perfect_7_1,Oh no. #1.00 We could've made it so far together.,O nie. #1.00 Mogliśmy zajść tak daleko razem.
hubert_wanst_died_trap_great_1_1,"Oh no, we had so many plans!","O nie, mieliśmy tyle planów!"
hubert_wanst_died_trap_great_2_1,Oh no. #0.90 We had so many plans.,O nie. #0.90 Mieliśmy tyle planów.
hubert_wanst_died_trap_great_3_1,Oh no. #1.50 We had so many plans.,O nie. #1.50 Mieliśmy tyle planów.
hubert_wanst_died_trap_good_1_1,Wow. #0.60 Didn't see that coming.,O rety. #0.60 Tego się nie spodziewałem.
hubert_wanst_died_trap_good_2_1,Whoa. #0.80 I didn't see that coming.,Ojej. #0.80 Tego się nie spodziewałem.
hubert_wanst_died_trap_good_3_1,Whoa. #0.80 I... didn't see that coming.,Ojej. #0.80 Ja... tego się nie spodziewałem.
hubert_wanst_died_trap_good_4_1,"Wow, I... #1.00 ...did not see that coming.","O rety, ja... #1.00 ...tego się nie spodziewałem."
hubert_wanst_died_trap_medium_1_1,What the!? #0.80 Oh boy...,Co jest!? #0.80 O rety...
hubert_wanst_died_trap_medium_2_1,What the!? #0.80 Oh boy...,Co jest!? #0.80 O rety...
hubert_wanst_died_trap_medium_3_1,What the!? #0.80 Oh boy...,Co jest!? #0.80 O rety...
hubert_wanst_died_trap_medium_4_1,What the!? #0.70 Oh boy...,Co jest!? #0.70 O rety...
hubert_wanst_died_trap_bummed_1_1,Now this is tragic.,To już jest tragiczne.
hubert_wanst_died_trap_bummed_2_1,"Oh no, how tragic.","O nie, jakie to tragiczne."
hubert_wanst_died_trap_bummed_3_1,Now this is tragic.,To już jest tragiczne.
hubert_wanst_died_trap_bummed_4_1,"Now this is really tragic, huh?","To już naprawdę jest tragiczne, co nie?"
hubert_wanst_died_trap_bummed_5_1,Now this is really tragic.,To już naprawdę jest tragiczne.
hubert_wanst_died_trap_bummed_6_1,"Oh no, this is tragic.","O nie, to jest tragiczne."
hubert_wanst_died_trap_bummed_7_1,"Oh no, what a tragedy!","O nie, co za tragedia!"
hubert_wanst_died_trap_angry_1_1,Ouch!,Ała!
hubert_wanst_died_trap_angry_2_1,"Uuuh, ouch!","Uuu, ała!"
hubert_wanst_died_trap_angry_3_1,Ouch!,Ała!
hubert_wanst_died_trap_angry_4_1,Uff!,Uff!
hubert_wanst_died_trap_angry_5_1,Ouch!,Ała!
hubert_wanst_died_trap_angry_6_1,Eeeeh.,Eeeh.
hubert_wanst_died_enemy_perfect_1_1,How dare you kill my best friend!,Jak śmiesz zabijać mojego najlepszego przyjaciela!
hubert_wanst_died_enemy_perfect_2_1,How dare you kill my best friend!,Jak śmiesz zabijać mojego najlepszego przyjaciela!
hubert_wanst_died_enemy_perfect_3_1,How dare you kill my best friend!,Jak śmiesz zabijać mojego najlepszego przyjaciela!
hubert_wanst_died_enemy_perfect_4_1,How dare you kill my best friend!,Jak śmiesz zabijać mojego najlepszego przyjaciela!
hubert_wanst_died_enemy_perfect_5_1,How dare you kill my best friend!,Jak śmiesz zabijać mojego najlepszego przyjaciela!
hubert_wanst_died_enemy_great_1_1,I will avenge you!,Pomszczę cię!
hubert_wanst_died_enemy_great_2_1,I will avenge you!,Pomszczę cię!
hubert_wanst_died_enemy_great_3_1,I will avenge you!,Pomszczę cię!
hubert_wanst_died_enemy_great_4_1,I will avenge you!,Pomszczę cię!
hubert_wanst_died_enemy_great_5_1,I will avenge you!,Pomszczę cię!
hubert_wanst_died_enemy_great_6_1,I will avenge you!,Pomszczę cię!
hubert_wanst_died_enemy_good_1_1,Oh no! #1.00 Did I fail to protect you?,O nie! #1.00 Czy nie zdołałem cię ochronić?
hubert_wanst_died_enemy_good_2_1,Oh no! #1.00 Did I fail to protect you?,O nie! #1.00 Czy nie zdołałem cię ochronić?
hubert_wanst_died_enemy_good_3_1,Oh no! #1.30 Did I fail to protect you?,O nie! #1.30 Czy nie zdołałem cię ochronić?
hubert_wanst_died_enemy_good_4_1,Oh no! #0.80 Did I fail to protect you?,O nie! #0.80 Czy nie zdołałem cię ochronić?
hubert_wanst_died_enemy_good_5_1,Oh no! #1.20 Did I fail to protect you?,O nie! #1.20 Czy nie zdołałem cię ochronić?
hubert_wanst_died_enemy_good_6_1,"Aw man, this is terrible!","Ojej, to okropne!"
hubert_wanst_died_enemy_good_7_1,"Aw man, this is terrible!","Ojej, to okropne!"
hubert_wanst_died_enemy_good_8_1,"Aw man, this is terrible!","Ojej, to okropne!"
hubert_wanst_died_enemy_good_9_1,"Aw man, this is terrible!","Ojej, to okropne!"
hubert_wanst_died_enemy_good_10_1,"Aw man, this is terrible!","Ojej, to okropne!"
hubert_wanst_died_enemy_medium_1_1,"No, don't die, ugh.","Nie, nie umieraj, uch."
hubert_wanst_died_enemy_medium_2_1,"No, don't die, ugh.","Nie, nie umieraj, uch."
hubert_wanst_died_enemy_medium_3_1,"No, don't die, ugh.","Nie, nie umieraj, uch."
hubert_wanst_died_enemy_medium_4_1,"Nonono, don't die. Aww.","Nienienie, nie umieraj. Ojej."
hubert_wanst_died_enemy_bummed_1_1,Oh my. #1.00 Now I feel bad for this to happen.,"O rety. #1.00 Teraz czuję się źle, że to się stało."
hubert_wanst_died_enemy_bummed_2_1,Oh my. #1.00 Now I feel bad.,O rety. #1.00 Teraz czuję się źle.
hubert_wanst_died_enemy_bummed_3_1,Oh. #1.00 Oh my. Now I feel bad.,Och. #1.00 O rety. Czuję się źle.
hubert_wanst_died_enemy_bummed_4_1,Oh my. #1.00 Now I feel bad for this to happen.,"O rety. #1.00 Teraz czuję się źle, że to się stało."
hubert_wanst_died_enemy_angry_1_1,That must've hurt.,To musiało boleć.
hubert_wanst_died_enemy_angry_2_1,"Well, that must've hurt.","No cóż, to musiało boleć."
hubert_wanst_died_enemy_angry_3_1,That must've hurt.,To musiało boleć.
hubert_wanst_died_enemy_angry_4_1,That must've hurt.,To musiało boleć.
hubert_wanst_died_enemy_angry_5_1,That must've hurt.,To musiało boleć.
hubert_wanst_died_enemy_angry_6_1,Oooh. That must've hurt.,Ooo. To musiało boleć.
hubert_wanst_died_hubert_perfect_1_1,Oh boy. #0.70 This started as such a nice adventure.,O rety. #0.70 To zaczęło się jako taka miła przygoda.
hubert_wanst_died_hubert_perfect_2_1,Oh boy. #0.80 This started as such a nice adventure.,O rety. #0.80 To zaczęło się jako taka miła przygoda.
hubert_wanst_died_hubert_perfect_3_1,Oh boy. #0.90 This started out as such a nice adventure.,O rety. #0.90 To zaczęło się jako taka miła przygoda.
hubert_wanst_died_hubert_perfect_4_1,Oh boy. #1.30 This started out as such a nice adventure.,O rety. #1.30 To zaczęło się jako taka miła przygoda.
hubert_wanst_died_hubert_perfect_5_1,Oh boy. #1.00 This started out as such a nice adventure.,O rety. #1.00 To zaczęło się jako taka miła przygoda.
hubert_wanst_died_hubert_great_1_1,How did it come to this?,Jak do tego doszło?
hubert_wanst_died_hubert_great_2_1,How did it come to this?,Jak do tego doszło?
hubert_wanst_died_hubert_great_3_1,How did it come to this?,Jak do tego doszło?
hubert_wanst_died_hubert_great_4_1,Oh well... #1.30 How did it come to this?,No cóż... #1.30 Jak do tego doszło?
hubert_wanst_died_hubert_great_5_1,How did it come to this? #1.70 Oh well...,Jak do tego doszło? #1.70 No cóż...
hubert_wanst_died_hubert_great_6_1,How did it come to this? #1.70 Oh well...,Jak do tego doszło? #1.70 No cóż...
