key,en,pl
wanst_banker_cellar_1_1_e,"Umm, do you have anything cold, dank, and roomy? I miss that tower feeling...","Yy, macie coś zimnego, wilgotnego i przestronnego? #Tęsknię za tym uczuciem z wieży..."
wanst_banker_cellar_1_1_f,"Hey, are you the cellar seller?","Hej, jesteście sprzedawcami piwnic?"
wanst_banker_cellar_1_2_a,Yes. #0.70 We do underground business.,Tak. #0.70 Prowadzimy podziemny interes.
wanst_banker_cellar_1_2_b,Of course. #0.70 We also do cellaring.,Oczywiście. #0.70 Zajmujemy się też piwnicowaniem.
wanst_banker_cellar_1_2_c,We also sell cellars. #1.80 Sure!,Sprzedajemy też piwnice. #1.80 Jasne!
wanst_banker_house_1_3_a,Interested?,Zainteresowany?
wanst_banker_house_1_3_b,Deal?,Umowa stoi?
wanst_banker_house_1_3_c,How does that sound?,Jak to brzmi?
wanst_banker_upgrade_cellar_1_1_a,Cellar upgrade please!,Poproszę ulepszenie piwnicy!
wanst_banker_upgrade_cellar_1_1_b,"Can you dig another dark space below my house, #2.50 so I can make sure I stay pale?","Możecie wykopać jeszcze jedną ciemną przestrzeń pod moim domem, #2.50 żebym mógł zapewnić sobie bladość?"
wanst_banker_upgrade_cellar_1_1_c,I'm enjoying my cellar space so much. #2.50 Can I get another one?,Tak bardzo cieszy mnie moja piwnica. #2.50 Mogę dostać jeszcze jedną?
wanst_banker_upgrade_cellar_1_1_d,My cellar isn't dark enough. #2.00 I need to go downer.,Moja piwnica nie jest wystarczająco ciemna. #2.00 Muszę zejść niżej.
wanst_banker_upgrade_cellar_1_1_e,"I need a gorgeous gorge, #1.80 my real estate friend!","Potrzebuję wspaniałej otchłani, #1.80 mój przyjacielu od nieruchomości!"
wanst_banker_upgrade_cellar_1_1_f,"My house is too pretty, #1.80 I need a shady cellar #3.20 to ground myself...","Mój dom jest zbyt ładny, #1.80 potrzebuję mrocznej piwnicy, #3.20 żeby się uziemić..."
wanst_banker_upgrade_cellar_1_2_a,"Sure! #0.70 If you dig deep into your pockets, #2.80 we'll dig into the ground.","Jasne! #0.70 Jeśli sięgniesz głęboko do kieszeni, #2.80 my sięgniemy głęboko w ziemię."
wanst_banker_upgrade_cellar_1_2_b,"You're into dark rooms, eh? #2.00 Sure!","Lubisz ciemne pomieszczenia, co? #2.00 Jasne!"
wanst_banker_upgrade_cellar_1_2_c,There's plenty more room below your house. #2.50 We got you covered.,Pod twoim domem jest jeszcze mnóstwo miejsca. #2.50 Załatwione.
wanst_banker_upgrade_cellar_1_2_d,"We'll dig on your behalf. #1.70 No problem! #3.00 You're not planning on doing anything #5.00 illegal down there though, right?","Wykopiemy w twoim imieniu. #1.70 Żaden problem! #3.00 Nie planujesz robić tam na dole niczego #5.00 nielegalnego, prawda?"
wanst_banker_cellar_accept_1_1,Okay. #0.60 I cave in!,Okej. #0.60 Poddaję się w jaskini!
wanst_banker_cellar_accept_2_1,Being a cave man #1.20 turned me into my new self: #3.00 a cave fan!,Bycie jaskiniowcem #1.20 zmieniło mnie w nowego mnie: #3.00 fana jaskiń!
wanst_banker_cellar_accept_3_1,Down we go!,W dół więc!
wanst_banker_house_accept_1_1,Gimme that!,Dawaj to!
wanst_banker_house_accept_2_1,I'll take it!,Wezmę to!
wanst_banker_house_accept_4_1,Take my money!,Weź moje pieniądze!
wanst_banker_cellar_success_1_1,Okay! #1.00 Your damp and dark space #3.00 is ready to be enjoyed!,Okej! #1.00 Twoja wilgotna i mroczna przestrzeń #3.00 jest gotowa do użytku!
wanst_banker_cellar_success_2_1,"Okay my friend, #1.50 it's time to start living! #3.50 Pleasure doing business with you.","Okej, przyjacielu, #1.50 czas zacząć żyć! #3.50 Przyjemnie się z tobą robiło interesy."
wanst_banker_cellar_success_3_1,"Your cave is ready for you, sire.","Twoja jaskinia jest gotowa, panie."
wanst_banker_cellar_success_4_1,"A new cellar has just been installed, sire.","Nowa piwnica została właśnie zainstalowana, panie."
wanst_banker_cellar_success_4_2,Enter dankman!,"Wejdź, wilgotny człowieku!"
wanst_banker_cellar_decline_1_1_a,"Nah, sorry. #1.20 I just remembered I'm afraid of the dark.","Nie, sorry. #1.20 Właśnie sobie przypomniałem, że boję się ciemności."
wanst_banker_cellar_decline_1_1_b,Changed my mind. #1.20 I'm not a cellar dweller.,Zmieniłem zdanie. #1.20 Nie jestem piwnicznym mieszkańcem.
wanst_banker_cellar_decline_1_1_c,Hmmm. #1.00 I'm not really sold on the cell-ar.,Hmmm. #1.00 Ta piwni-cela mnie nie przekonuje.
wanst_banker_cellar_decline_1_1_d,I don't trust this cellar!,Nie ufam tej piwnicy!
wanst_banker_cellar_decline_1_2_a,Alright. #1.00 Cellar vie!,Dobra. #1.00 Piwnica la vie!
wanst_banker_cellar_decline_1_2_b,"Sorry to hear that, sire.","Przykro mi to słyszeć, panie."
wanst_banker_upgrade_cellar_endless_1_1,Okay. #1.00 But don't expect anything new #2.70 down in those depths.,Okej. #1.00 Ale nie spodziewaj się niczego nowego #2.70 w tych głębinach.
wanst_banker_upgrade_cellar_endless_2_1,"Who needs so many dark rooms? #2.50 You won't find anything new down there, from now on.","Kto potrzebuje tylu ciemnych pomieszczeń? #2.50 Nie znajdziesz tam nic nowego, od teraz."
wanst_banker_upgrade_cellar_endless_3_1,More darkness? #1.50 Alright. #2.50 It's not getting any gloomier though.,Więcej mroku? #1.50 Dobra. #2.50 Mimo to ponurzej już nie będzie.
wanst_banker_upgrade_cellar_endless_4_1,"You're really testing the depths of our construction skills here... #4.00 Tell you what, #5.00 it won't get any different from now on. #7.00 But enjoy your extra cellar!","Naprawdę wystawiasz na próbę głębiny naszych umiejętności budowlanych... #4.00 Powiem ci tak, #5.00 od teraz nic się już nie zmieni. #7.00 Ale ciesz się swoją dodatkową piwnicą!"
wanst_equip_torturershood_1_1,The knight is in the hood!,Rycerz w kapturze!
wanst_equip_torturershood_2_1,Am I wearing this correctly?,Czy dobrze to noszę?
wanst_equip_torturershood_3_1,I am now disguised as a regular torturer.,Jestem teraz przebrany za zwykłego kata.
wanst_equip_torturershood_4_1,I immediately feel more evil. #2.30 Is that a good thing?,Od razu czuję się bardziej złowrogi. #2.30 Czy to dobrze?
wanst_equip_torturershood_5_1,"Despite appearances, #1.50 I am not here to torture someone.","Wbrew pozorom, #1.50 nie jestem tu, żeby kogoś torturować."
wanst_drop_torturershood_1_1,I prefer attire that makes me look nice...,"Wolę strój, w którym wyglądam dobrze..."
wanst_drop_torturershood_2_1,"Yeah, not my kind of headgear...","Ta, to nie moje nakrycie głowy..."
wanst_drop_torturershood_3_1,Off with the hat!,Zdejmuję ten kapelusz!
wanst_drop_torturershood_4_1,I resign from evil.,Rezygnuję ze zła.
wanst_encounter_torturer_1_1,These folks are determined to execute their mission!,Ci ludzie są zdeterminowani wykonać swoją misję!
wanst_encounter_torturer_2_1,Let's not lose our heads over these grim fools.,Nie traćmy głów przez tych ponurych głupców.
wanst_encounter_torturer_3_1,They surely don't put the cute back into executioner.,"Na pewno nie sprawiają, że słowo „kat” brzmi uroczo."
wanst_encounter_torturer_4_1,"You're not here to torture me, right?","Nie jesteście tu, żeby mnie torturować, prawda?"
wanst_encounter_torturer_5_1,Stay back! #1.00 I'm ticklish!,Zostańcie z tyłu! #1.00 Jestem łaskotliwy!
wanst_encounter_torturer_6_1,"It doesn't take much to turn this tower #2.00 into a torture chamber, does it?","Niewiele trzeba, żeby zmienić tę wieżę #2.00 w komnatę tortur, prawda?"
wanst_encounter_torturer_7_1,Torturers! #1.00 I am not surprised.,Kaci! #1.00 Wcale mnie to nie dziwi.
wanst_encounter_torturercorpse_1_1,"Where's your head at, pal?","Gdzie jest twoja głowa, kolego?"
wanst_encounter_torturercorpse_2_1,Never been a fan of headless excess.,Nigdy nie byłem fanem bezgłowego nadmiaru.
wanst_encounter_torturercorpse_3_1,Haughty hoodlums!,Wyniośli chuligani!
wanst_pickup_torturercorpse_1_1,Need a hand to get ahead?,"Potrzebujesz ręki, żeby wysforować się na czoło?"
wanst_pickup_torturercorpse_2_1,Certainly not an overthinker.,"Na pewno nie z tych, co za dużo myślą."
wanst_attack_torturercorpse_1_1,Execute!,Egzekucja!
wanst_attack_torturercorpse_2_1,Headless destruction!,Bezgłowe zniszczenie!
wanst_encounter_hangingbomb_1_1,This balloon is not here for a party!,Ten balon nie jest tu na przyjęcie!
wanst_encounter_hangingbomb_2_1,Hope that bomb is tied up there safely.,"Mam nadzieję, że ta bomba jest tam bezpiecznie przywiązana."
wanst_encounter_hangingbomb_3_1,That bomb will surely not fall.,Ta bomba na pewno nie spadnie.
wanst_encounter_hangingbomb_4_1,This bomb looks mostly harmless.,Ta bomba wygląda w większości niegroźnie.
wanst_encounter_hangingbomb_5_1,I prefer anvils on ropes personally.,Osobiście wolę kowadła na linach.
wanst_encounter_hangingbomb_6_1,Better not bump my head here.,Lepiej nie uderzyć tu głową.
wanst_encounter_hangingbomb_7_1,Could be a present... #1.50 or a bomb.,Może być prezent... #1.50 albo bomba.
wanst_encounter_shotfromwall_1_1,Is that contraption aiming at me?,Czy ten wynalazek celuje we mnie?
wanst_encounter_shotfromwall_2_1,Shot incoming!,Nadlatuje strzał!
wanst_encounter_shotfromwall_3_1,Duck and cover!,Padnij i osłoń się!
wanst_encounter_shotfromwall_4_1,It's a trap!,To pułapka!
wanst_encounter_shotfromwall_5_1,We're being shot at!,Ktoś do nas strzela!
wanst_encounter_spikeystomper_1_1,This thing can't decide if it wants to be #2.00 pointy or smashy.,"To coś nie może się zdecydować, czy chce być #2.00 spiczaste czy miażdżące."
wanst_encounter_spikeystomper_2_1,Can't decide whether I'd least like to #2.00 get crushed or pierced here.,"Nie mogę zdecydować, czy wolałbym #2.00 zostać tu zmiażdżony, czy przebity."
wanst_encounter_spikeystomper_3_1,I miss the days when spikes stayed on the floor where they belond.,"Tęsknię za czasami, gdy kolce zostawały na podłodze, tam gdzie ich miejsce."
wanst_encounter_spikeystomper_4_1,This thing is really making sure it's doing some damage...,To coś naprawdę się stara wyrządzić jakąś szkodę...
wanst_encounter_spikeystomper_5_1,Crush or poke? #1.30 Gotta pick one!,Zmiażdżyć czy dźgnąć? #1.30 Trzeba wybrać jedno!
wanst_encounter_spikeystomper_6_1,Finally you can be crushed and pierced.,Nareszcie możesz zostać zmiażdżony i przebity.
wanst_encounter_machineroomposter_1_1,This place looks like it could be useful #2.00 for forging some steely gear.,"To miejsce wygląda, jakby mogło się przydać #2.00 do wykuwania jakiegoś stalowego ekwipunku."
wanst_encounter_machineroomposter_2_1,Is this some kind of forgery?,Czy to jakiś rodzaj kuźni?
wanst_encounter_machineroomposter_3_1,Fire turns metal... #1.50 into attire? #3.00 Might give that a try!,Ogień zmienia metal... #1.50 w strój? #3.00 Mogę spróbować!
wanst_encounter_machineroomposter_4_1,Stomp. #0.70 Heat. #1.50 Get neat. #2.30 This place's got it all!,Tupnięcie. #0.70 Żar. #1.50 Elegancja. #2.30 To miejsce ma to wszystko!
wanst_encounter_machineroomposter_5_1,"If I had some scrap metal, #1.50 I could probably craft some gear right here.","Gdybym miał trochę złomu, #1.50 mógłbym pewnie wykuć tu jakiś ekwipunek."
wanst_encounter_machineroomposter_6_1,They are serious about recycling here.,Poważnie tu podchodzą do recyklingu.
wanst_mayor_smalltalk_1_1,You being citizen here will be a great addition to the community.,Twoje obywatelstwo tutaj będzie wspaniałym dodatkiem do społeczności.
wanst_mayor_smalltalk_1_2,I believe so too.,Też tak sądzę.
wanst_mayor_smalltalk_1_3,Truly. I can't wait to get paid.,Doprawdy. Nie mogę się doczekać wypłaty.
wanst_mayor_smalltalk_1_4,"I guess everything fun comes at a price, right?","Chyba wszystko, co fajne, ma swoją cenę, prawda?"
wanst_mayor_smalltalk_1_5,Yes indeed.,"O tak, doprawdy."
wanst_mayor_smalltalk_1_6,The price being 100 coins.,A ceną jest 100 monet.
wanst_mayor_smalltalk_1_7,You're learning fast. But are you earning fast?,Szybko się uczysz. #Ale czy szybko zarabiasz?
wanst_mayor_smalltalk_citizen_1_1,"Hey, I'd like to order some tasty monkey liver.","Hej, poproszę smaczną małpią wątróbkę."
wanst_mayor_smalltalk_citizen_1_2,"Umm, I think you got the wrong shop. This is the mayor's office.","Yy, chyba pomyliłeś sklep. #To biuro burmistrza."
wanst_mayor_smalltalk_citizen_1_3,"Nah, thanks. I'm trying to eat less mayo.","Nie, dzięki. #Staram się jeść mniej majonezu."
wanst_mayor_smalltalk_citizen_1_4,"I sometimes regret having you as a citizen. But then I think of the money, and everything's fine again.","Czasem żałuję, że jesteś moim obywatelem. #Ale potem myślę o pieniądzach i znów wszystko jest w porządku."
wanst_mayor_smalltalk_citizen_2_1,What do you do besides being mayor?,Co robisz poza byciem burmistrzem?
wanst_mayor_smalltalk_citizen_2_2,I predict the future. I'm usually quite good with my guesses.,Przepowiadam przyszłość. #Zwykle całkiem nieźle mi to wychodzi.
wanst_mayor_smalltalk_citizen_2_3,Awesome. Want to guess mine?,Super. #Chcesz zgadnąć moją?
wanst_mayor_smalltalk_citizen_2_4,"No, I can't do it when someone is watching.","Nie, nie potrafię tego, kiedy ktoś patrzy."
wanst_mayor_smalltalk_citizen_2_5,"Uh, okay.","Yy, okej."
wanst_mayor_smalltalk_citizen_3_1,Anything happening around here lately?,Dzieje się tu ostatnio coś ciekawego?
wanst_mayor_smalltalk_citizen_3_2,"Sometimes there are monsters lurking around the village, eating citizens and so on.","Czasem w okolicy wioski czają się potwory, #zjadające obywateli i tak dalej."
wanst_mayor_smalltalk_citizen_3_3,Where do these monsters even come from?,Skąd w ogóle biorą się te potwory?
wanst_mayor_smalltalk_citizen_3_4,"I don't know, some lunatic must let them out of the tower...","Nie wiem, jakiś szaleniec musi wypuszczać je z wieży..."
wanst_mayor_smalltalk_citizen_3_5,Who would do such a thing?,Kto by zrobił coś takiego?
wanst_mayor_smalltalk_citizen_3_6,Right? It's so much calmer without them...,No nie? #Bez nich jest dużo spokojniej...
