key,en,pl
wanst_hubert_follow_reply_angry_2_1,"Alright, whatever. #1.30 Can't get any worse anyway...","No dobra, mniejsza. #1.30 I tak gorzej być nie może..."
wanst_hubert_follow_reply_angry_3_1,Alright whatever. #1.50 As if this can get any worse.,"No dobra, mniejsza. #1.50 Jakby to mogło być gorsze."
wanst_hubert_follow_reply_angry_4_1,I'm prepared for the worst.,Jestem przygotowany na najgorsze.
wanst_hubert_follow_reply_angry_5_1,I'm prepared for the worst.,Jestem przygotowany na najgorsze.
wanst_hubert_follow_reply_angry_6_1,I'm prepared for the worst.,Jestem przygotowany na najgorsze.
wanst_hubert_stay_great_1_1,Can you stay here for a bit?,Możesz tu chwilę zostać?
wanst_hubert_stay_great_1_2,"Sure, I shell stay here, until you say any different.","Jasne, zostanę tu jak murowany, dopóki nie powiesz inaczej."
wanst_hubert_stay_great_1_3,"Aaaalso, keep the puns down please, ok?","Aaaa, i błagam, przestań z tymi kalamburami, dobra?"
wanst_hubert_stay_great_1_4,It is the only one I have.,"To jedyna, jaką mam."
wanst_hubert_stay_great_1_5,Otherwise this place could turn into living shell...,Bo inaczej to miejsce zmieni się w istną skorupę nieszczęścia...
wanst_hubert_stay_great_1_6,It's also the only one I have...,"To też jedyna, jaką mam..."
wanst_hubert_stay_good_1_1,Hold it! #0.90 Keep this exact pose right there. #3.00 Only move your fingers.,Czekaj! #0.90 Zachowaj dokładnie tę pozę. #3.00 Ruszaj tylko palcami.
wanst_hubert_stay_good_1_2,I don't have fingers... #1.30 I'm a tortoise.,Nie mam palców... #1.30 Jestem żółwiem.
wanst_hubert_stay_good_1_3,"Well, I guess that's gonna make it easier for you. #2.20 Good for you!","No cóż, chyba ułatwi ci to zadanie. #2.20 Gratuluję!"
wanst_hubert_stay_bummed_1_1,Stop right there!,Stój w miejscu!
wanst_hubert_stay_bummed_1_2,Right on. #1.00 Just like I stopped believing in you...,No jasne. #1.00 Tak jak ja przestałem w ciebie wierzyć...
wanst_hubert_stay_bummed_1_3,"Yeah, I didn't tell you to be leaving right now... But you're a free man. Kind of.","No, nie kazałem ci teraz odchodzić... Ale jesteś wolnym człowiekiem. Mniej więcej."
wanst_hubert_stay_random_1_1,Could you stay here for a sec?,Możesz tu chwilkę zostać?
wanst_hubert_stay_random_2_1,Stay right there.,Zostań tam.
wanst_hubert_stay_random_3_1,Stay here!,Zostań tu!
wanst_hubert_stay_random_4_1,Stop right there.,Stój w miejscu.
wanst_hubert_stay_random_5_1,Can you stay here for a bit?,Możesz tu chwilkę zostać?
wanst_hubert_stay_random_6_1,Stay right here!,Zostań dokładnie tutaj!
wanst_hubert_stay_random_7_1,Please keep this position.,"Proszę, zachowaj tę pozycję."
wanst_hubert_stay_random_8_1,Stay here. #1.00 Life and death depend on it!,Zostań tu. #1.00 Zależy od tego życie i śmierć!
wanst_hubert_stay_random_9_1,"Don't move, pal.","Ani drgnij, koleżko."
wanst_hubert_stay_random_11_1,"Okay, hold this position for a bit, willya?","Dobra, potrzymaj tę pozycję chwilę, dobra?"
wanst_hubert_stay_random_12_1,Keep this position.,Zachowaj tę pozycję.
wanst_hubert_stay_random_13_1,"Ok, hold it here.","Dobra, przytrzymaj tu."
wanst_hubert_stay_random_14_1,"Okay, hold on.","Dobra, poczekaj."
wanst_hubert_stay_random_15_1,"Ok, hold it.","Dobra, przytrzymaj."
wanst_hubert_stay_random_16_1,"Stay right there, dude!","Zostań tam, ziomek!"
wanst_hubert_stay_reply_perfect_1_1,"Yes, absolutely. #1.20 I love staying.","Tak, jak najbardziej. #1.20 Uwielbiam zostawać."
wanst_hubert_stay_reply_perfect_2_1,"Yeah yeah yeah, I love staying!","Tak, tak, tak, uwielbiam zostawać!"
wanst_hubert_stay_reply_perfect_3_1,I love staying!,Uwielbiam zostawać!
wanst_hubert_stay_reply_perfect_4_1,"Yes, great choice! #1.40 Watch me!","Tak, świetny wybór! #1.40 Patrz na mnie!"
wanst_hubert_stay_reply_perfect_5_1,"Great choice, Sir! #1.10 Watch me stay.","Świetny wybór, panie! #1.10 Patrz, jak zostaję."
wanst_hubert_stay_reply_great_1_1,"Sure, I shell stay here. #2.30 Until you say otherwise.","Jasne, zostanę tu jak murowany. #2.30 Dopóki nie powiesz inaczej."
wanst_hubert_stay_reply_great_2_1,"Sure, I shell stay here. #2.30 Until you say any different.","Jasne, zostanę tu jak murowany. #2.30 Dopóki nie powiesz co innego."
wanst_hubert_stay_reply_great_3_1,"Oh, okay, alright.","Ach, dobra, okej."
wanst_hubert_stay_reply_great_4_1,Okay... #0.50 #1.80 Alright. Nice.,Dobra... #0.50 #1.80 Okej. Super.
wanst_hubert_stay_reply_great_5_1,This is a beautiful spot! #1.50 Great decision.,To piękne miejsce! #1.50 Świetna decyzja.
wanst_hubert_stay_reply_great_6_1,"Okay, I will stay as much as I can.","Dobra, zostanę tak długo, jak się da."
wanst_hubert_stay_reply_medium_1_1,"I'm gonna wait here, OK?","Poczekam tutaj, dobra?"
wanst_hubert_stay_reply_medium_2_1,Please don't forget me.,"Proszę, nie zapomnij o mnie."
wanst_hubert_stay_reply_medium_3_1,Please do not forget me.,"Proszę, nie zapomnij o mnie."
wanst_hubert_stay_reply_medium_4_1,Don't forget me.,Nie zapomnij o mnie.
wanst_hubert_stay_reply_medium_5_1,"You're gonna come back, right?","Wrócisz po mnie, prawda?"
wanst_hubert_stay_reply_bummed_1_1,"Finally, I can be alone again...",Nareszcie znowu mogę być sam...
wanst_hubert_stay_reply_bummed_2_1,"Ah, finally... #1.50 can't wait to be lonely again.","Ach, nareszcie... #1.50 nie mogę się doczekać, aż znowu będę samotny."
wanst_hubert_stay_reply_angry_1_1,"I will stay right here... #1.50 and contemplate revenge. #4.00 Or at least I would, if I was that nasty.","Zostanę dokładnie tutaj... #1.50 i będę rozmyślał o zemście. #4.00 A przynajmniej rozmyślałbym, gdybym był aż tak podły."
wanst_hubert_stay_reply_angry_2_1,"I will stay right here... #1.50 and contemplate my revenge.#3.50 #5.00 Or at least I would, if I was that nasty.","Zostanę dokładnie tutaj... #1.50 i będę rozmyślał o mojej zemście.#3.50 #5.00 A przynajmniej rozmyślałbym, gdybym był aż tak podły."
wanst_hubert_stay_reply_angry_3_1,Do you know what you're doing at all?,"Czy ty w ogóle wiesz, co robisz?"
wanst_hubert_stay_reply_angry_4_1,Do you even know what you're doing?,"Czy ty w ogóle masz pojęcie, co robisz?"
wanst_hubert_addparty_random_4_1,"Alright, let's go!","No dobra, ruszamy!"
wanst_hubert_addparty_random_5_1,"Okay, this way, pal!","Dobra, tędy, koleżko!"
wanst_hubert_addparty_random_6_1,Deal. Off we go!,Zgoda. W drogę!
wanst_hubert_addparty_random_7_1,I'm giving you a chance.,Daję ci szansę.
wanst_hubert_addparty_random_8_1,Come along with me!,Chodź ze mną!
wanst_hubert_addparty_random_9_1,Teamwork makes the dream work. Huzzah!,Zgrany zespół to spełnione marzenia. Hura!
wanst_hubert_addparty_random_10_1,You got my back? Nice!,Pilnujesz moich pleców? Super!
wanst_hubert_addparty_random_11_1,Ignorance is the mother of all adventures. Let's go!,Niewiedza jest matką wszelkich przygód. Ruszajmy!
