key,en,pl
wanst_equip_helmet_1_1,I'm now protected against rain.,Jestem teraz chroniony przed deszczem.
wanst_equip_helmet_2_1,This isn't good for the 'do.,To niedobre dla fryzury.
wanst_equip_hood_1_1,My hair is safe now.,Moje włosy są teraz bezpieczne.
wanst_equip_hood_2_1,"Stylish, but... #1.10 ...not very protective.","Stylowe, ale... #1.10 ...niezbyt ochronne."
wanst_attack_mace_1_1,Smashy smashy!,"Miażdżę, miażdżę!"
wanst_attack_mace_2_1,Oooh that's gotta hurt!,"Ooo, to musiało zaboleć!"
wanst_attack_mace_3_1,Oooh what a satisfying squish!,"Ooo, ale satysfakcjonujący chrzęst!"
wanst_attack_mace_4_1,Now there's some mace for your face.,Oto trochę buławy dla twojej twarzy.
wanst_pickup_mace_1_1,I'll be having a #1.00 smashing time with this one.,Będę miał #1.00 miażdżąco dobry czas z tym czymś.
wanst_pickup_mace_2_1,That mace should make quick work of 'em.,Ta buława powinna szybko się z nimi rozprawić.
wanst_attack_mushroom_1_1,Make room for the mushroom!,Zrób miejsce na grzyba!
wanst_attack_brains_1_1,Can't outsmart this punch!,Nie przechytrzysz tego ciosu!
wanst_attack_broom_2_1,Meet your broom!,Poznaj swoją miotłę!
wanst_drop_broom_1_1,Enough cleaning for now.,Dość sprzątania na razie.
wanst_pickup_broom_1_1,That oughta brush things up.,To powinno oczyścić sytuację.
wanst_pickup_broom_2_1,It's time to clean up!,Czas posprzątać!
wanst_attack_honkhorn_1_1,Coming through!,Z drogi!
wanst_attack_honkhorn_2_1,Make way!,Zrób miejsce!
wanst_attack_honkhorn_3_1,Step aside!,Odsuń się!
wanst_attack_honkhorn_4_1,Toot toot!,Tut tut!
wanst_attack_rat_1_1,"This is what rats are for, right?","Po to właśnie są szczury, prawda?"
wanst_attack_frog_1_1,Frog attack!,Atak żabą!
wanst_attack_witchcorpse_1_1,Ding dong!,Ding dong!
wanst_attack_witchcorpse_2_1,Say hello to your little friend!,Przywitaj się z moim małym przyjacielem!
wanst_attack_witchcorpse_3_1,Witch attack!,Atak czarownicą!
wanst_pickup_witchcorpse_1_1,"Here, let me carry you, pal.","Chodź, poniosę cię, przyjaciółko."
wanst_drop_witchcorpse_1_1,A fitting resting place.,Odpowiednie miejsce spoczynku.
wanst_drop_witchcorpse_2_1,Rest in peace.,Spoczywaj w pokoju.
wanst_drop_witchcorpse_3_1,"This is your station, Mrs.",To pani przystanek.
wanst_attack_hubertcorpse_3_1,For Hubert!,Za Huberta!
wanst_attack_hubertsshell_1_1,This is a surprisingly resilient weapon...,To zaskakująco wytrzymała broń...
wanst_attack_hubertsshell_2_1,Turtletack!,Żółwiatak!
wanst_attack_hubertsshell_3_1,A shell... #1.00 possibly from a #1.90 turtle person in danger?,Skorupa... #1.00 może od żółwioczłowieka w niebezpieczeństwie? #1.90
wanst_pickup_hubertsshell_1_1,Hmmm... #0.50 The shell of a tortoi- #1.70 I mean... #2.50 Turtle.,Hmmm... #0.50 Skorupa żółw- #1.70 to znaczy... #2.50 Żółwia.
wanst_pickup_hubertsshell_2_1,Is this a clue for a #1.70 turtle in distress? #3.20 #3.60 Hmmm.,Czy to poszlaka wskazująca na #1.70 żółwia w opałach? #3.20 #3.60 Hmmm.
wanst_pickup_hubertsshell_3_1,Looks like there's some turtles around here.,"Wygląda na to, że są tu jakieś żółwie."
wanst_attack_fists_1_1,Fists of fury!,Pięści furii!
wanst_attack_fists_2_1,You're gonna catch these hands!,Zaraz oberwiesz tymi rękami!
wanst_attack_pumpkin_1_1,Pump up the pumpkin!,Napompuj dynię!
wanst_attack_ingredient_1_1,Taste this!,Skosztuj tego!
wanst_pickup_chestsmall_1_1,I recall having a way bigger chest. #3.30 Guess I've been a little lousy on my workout schedule.,"Pamiętam, że miałem dużo większą klatę. #3.30 Chyba trochę zaniedbałem swój plan treningowy."
wanst_attack_chestlocked_1_1,Is this how you unlock this?,Czy tak się to otwiera?
wanst_attack_cage_1_1,No one beats me in a cage fight!,Nikt mnie nie pokona w walce w klatce!
wanst_attack_chest_1_1,Chest beat it!,"Klato, spadaj!"
wanst_attack_chest_2_1,Every day is chest day!,Każdy dzień to dzień klaty!
wanst_attack_chest_3_1,No one beats me at chess-t!,Nikt mnie nie pokona w szacho-klacie!
wanst_attack_chest_4_1,No one beats me at chess-t!,Nikt mnie nie pokona w szacho-klacie!
wanst_pickup_chest_1_1,This is heavier than it looks.,"To cięższe, niż wygląda."
wanst_pickup_enemycorpse_1_1,Come with me.,Chodź ze mną.
wanst_pickup_enemycorpse_2_1,Lying here is bad for your back.,Leżenie tutaj szkodzi twoim plecom.
wanst_pickup_enemycorpse_3_1,This carcass needs to go.,Ta padlina musi zniknąć.
wanst_pickup_enemycorpse_4_1,You need a proper grave.,Potrzebujesz porządnego grobu.
wanst_drop_enemycorpse_1_1,Sorry.,Przepraszam.
wanst_drop_enemycorpse_2_1,You look way better here...,Wyglądasz tu dużo lepiej...
wanst_drop_enemycorpse_3_1,I believe this is your station.,"Wierzę, że to twój przystanek."
wanst_drop_enemycorpse_4_1,You're in a better place now.,Jesteś teraz w lepszym miejscu.
wanst_attack_enemycorpse_1_1,Body slam!,Ciałorzut!
wanst_attack_enemycorpse_2_1,"Hey, why can't we all be friends?","Hej, czemu nie możemy być przyjaciółmi?"
wanst_attack_enemycorpse_3_1,He's still alive. # I'm just waking him up.,On wciąż żyje. #Ja go tylko budzę.
wanst_attack_enemycorpse_4_1,Soon you'll look like him!,Niedługo będziesz wyglądać jak on!
wanst_attack_enemycorpse_5_1,"Hey, why can't the three of us be friends?","Hej, czemu nie możemy być przyjaciółmi we trójkę?"
wanst_attack_generic_1_1,Alright!,Dobra!
wanst_attack_generic_2_1,Haha!,Haha!
wanst_attack_generic_3_1,Retreat!,Odwrót!
wanst_attack_generic_4_1,Hooray!,Hurra!
wanst_attack_generic_5_1,Submit!,Poddaj się!
wanst_attack_generic_6_1,Take that!,Masz to!
wanst_attack_generic_7_1,Okay!,Okej!
wanst_pickup_generic_1_1,Come here!,Chodź tu!
wanst_pickup_generic_3_1,I got ya!,Mam cię!
wanst_pickup_generic_4_1,I lift. #1.00 Can you tell?,Trenuję siłowo. #1.00 Widać to?
wanst_pickup_generic_5_1,I need this!,Potrzebuję tego!
wanst_pickup_generic_6_1,I'll take it.,Wezmę to.
wanst_pickup_generic_7_1,Let's just take this right here.,Po prostu wezmę to tutaj.
wanst_drop_generic_1_1,Don't need this anymore.,Już tego nie potrzebuję.
wanst_drop_generic_2_1,I'll just leave this here.,Zostawię to po prostu tutaj.
wanst_drop_generic_3_1,Let's put this here.,Połóżmy to tutaj.
wanst_drop_generic_4_1,Farewell.,Żegnaj.
wanst_drop_generic_5_1,There you go.,Proszę bardzo.
wanst_death_generic_1_1,Aww that hurt!,"Aww, to bolało!"
wanst_death_generic_9_1,Mommy!,Mamusiu!
wanst_busy_generic_1_1,Err… Can't you see I'm busy right now?,"Yy… #Nie widzisz, że jestem teraz zajęty?"
wanst_busy_generic_2_1,"No time for talking, more time for smashing!","Nie ma czasu na gadanie, więcej czasu na miażdżenie!"
wanst_idle_generic_1_1,"My memory's not the best, but #2.30 I feel like I've been in this tower before. #4.50 #5.00 Weird.","Moja pamięć nie jest najlepsza, ale #2.30 mam wrażenie, że już kiedyś byłem w tej wieży. #4.50 #5.00 Dziwne."
wanst_idle_generic_2_1,Oh yeah - Dr. Lockengold!,O tak - Dr Lockengold!
wanst_idle_generic_3_1,Shimmy shimmy puff puff. #1.30 Shimmy shimmy whammo!,Szimi szimi puf puf. #1.30 Szimi szimi bum!
wanst_idle_generic_4_1,I wonder what's on the #1.40 other side of the door.,"Zastanawiam się, co jest #1.40 po drugiej stronie drzwi."
wanst_idle_generic_5_1,There must be some riches #2.00 to snatch inside this tower!,W tej wieży na pewno są jakieś bogactwa #2.00 do zgarnięcia!
wanst_idle_generic_6_1,This is gonna be my lucky day!,To będzie mój szczęśliwy dzień!
wanst_idle_generic_7_1,This tower is fearsome! #2.00 I haven't encountered a mirror #3.50 to check my hair for so long!,"Ta wieża jest przerażająca! #2.00 Tak dawno nie natknąłem się na lustro, #3.50 żeby sprawdzić fryzurę!"
wanst_idle_generic_8_1,This tower feels like it's still under construction...!,"Ta wieża sprawia wrażenie, jakby wciąż była w budowie...!"
wanst_deadidle_generic_1_1,I never thought it would end like this. #2.00 #2.40 Well. #2.60 At least my hair still looks perfect.,"Nigdy nie sądziłem, że tak się to skończy. #2.00 #2.40 Cóż. #2.60 Przynajmniej moje włosy wciąż wyglądają idealnie."
wanst_deadidle_generic_2_1,Guess life after death does exist. #2.20 But it's pretty dull so far.,Chyba życie po śmierci jednak istnieje. #2.20 Ale jak dotąd jest dość nudne.
wanst_deadidle_generic_3_1,Nothing to see here. #1.40 Keep moving.,Nic tu nie ma do oglądania. #1.40 Idźcie dalej.
wanst_deadidle_generic_4_1,I must say this is #1.20 quite the painful death position.,"Muszę przyznać, że to dość bolesna pozycja śmierci. #1.20"
wanst_deadidle_generic_5_1,I really wish I could scratch my back now.,Naprawdę chciałbym teraz podrapać się po plecach.
wanst_deadidle_generic_6_1,That was just a slight miscalculation #2.10 on my part.,To był z mojej strony tylko drobny błąd w obliczeniach. #2.10
wanst_transformback_generic_1_1,"Aaah, now these are much better teeth.","Aaach, teraz to są dużo lepsze zęby."
wanst_transformback_generic_2_1,I don't exactly remember what just happened.,"Nie do końca pamiętam, co się przed chwilą stało."
wanst_transformback_generic_3_1,I'm back to my gorgeous self again!,Znów jestem swoim wspaniałym ja!
wanst_transformback_generic_4_1,"# #4.50Uh, uhm. Ahem!","# #4.50Yy, ym. Ekhem!"
wanst_drink_alcohol_1_1,"Another one, #1.60 barkeep!","Jeszcze jeden, barmanie! #1.60"
wanst_drink_alcohol_2_1,# #0.60 That sure was a good vintage.,# #0.60 To był naprawdę dobry rocznik.
wanst_drink_alcohol_3_1,"# #0.70 This direction, right?","# #0.70 W tym kierunku, prawda?"
wanst_drink_anti_1_1,Mmm. #0.90 I feel... #1.70 ...perfectly normal now.,Mmm. #0.90 Czuję się... #1.70 ...teraz zupełnie normalnie.
wanst_drink_anti_2_1,This drink sure did cure all my diseases. #2.70 Even the ones I didn't know I had.,"Ten trunek naprawdę wyleczył wszystkie moje choroby. #2.70 Nawet te, o których nie wiedziałem."
wanst_drink_anti_3_1,This medicine is a cure for sure!,To lekarstwo na pewno leczy!
wanst_drink_love_1_1,"Hm, I suddenly feel like I'm the greatest guy in the universe...","Hm, nagle czuję się, jakbym był najwspanialszym facetem we wszechświecie..."
wanst_drink_love_1_2,This drink doesn't seem to have any effect.,Ten trunek zdaje się nie mieć żadnego efektu.
wanst_drink_poison_1_1,"I can feel a harsh, venomous poison #2.90 running through my veins. #4.60 Just like the last time I drank that #6.20 alcohol free beer!","Czuję ostrą, jadowitą truciznę #2.90 płynącą w moich żyłach. #4.60 Zupełnie jak wtedy, gdy piłem to #6.20 piwo bezalkoholowe!"
wanst_drink_poison_2_1,"Mm, I do like this green skintone. #2.70 But I'm guessing that might be a trend that #4.70 dies off quickly.","Mm, podoba mi się ten zielony odcień skóry. #2.70 Ale zgaduję, że ten trend #4.70 szybko przemija."
wanst_drink_poison_3_1,I feel a tickling sensation in my right toe.,Czuję łaskotanie w prawym palcu u nogi.
wanst_drink_poison_4_1,"Mm, I guess I've been poisoned. #2.70 Good thing I know an old recipe #4.60 from my gran to cure me. #6.20 Take a glass of goat's milk. #7.80 Add a six day old egg. #9.30 #9.60 Or was it six weeks? #11.1 #11.6 Damnit, ugh!","Mm, chyba zostałem otruty. #2.70 Dobrze, że znam stary przepis #4.60 mojej babci na wyleczenie się. #6.20 Weź szklankę koziego mleka. #7.80 Dodaj sześciodniowe jajko. #9.30 #9.60 Czy to było sześć tygodni? #11.1 #11.6 Cholera, ugh!"
wanst_drink_speed_1_1,Full speed ahead!,Pełna prędkość naprzód!
wanst_drink_speed_2_1,Time to go fast!,Czas jechać szybko!
wanst_drink_speed_3_1,Wohooo! #0.90 I'm going at a spankin' pace now!,Ouhu! #0.90 Teraz jadę w piorunującym tempie!
wanst_drink_strong_1_1,I feel like I could kill an elephant #1.90 with a toothpick!,"Czuję, że mógłbym zabić słonia #1.90 wykałaczką!"
wanst_drink_strong_2_1,Now that's what I call an energy drink.,Otóż to nazywam napojem energetycznym.
wanst_drink_strong_3_1,Pure power is running through my veins!,Czysta moc płynie w moich żyłach!
wanst_drink_water_1_1,Aah! #1.10 A nice sip of cold brackwater.,Aach! #1.10 Miły łyk zimnej słonawej wody.
wanst_drink_water_2_1,I like sparkling water better.,Wolę wodę gazowaną.
wanst_drink_water_3_1,This water here is a rather stale affair.,Ta woda jest tu raczej mętną sprawą.
wanst_drink_weird_1_1,"Mmm, so that's what this does. #2.00 #2.50 Okay...","Mmm, więc to właśnie to robi. #2.00 #2.50 Okej..."
wanst_drink_weird_2_1,What can I say? #1.10 I shouldn't drink everything that's in front of me.,"Co mogę powiedzieć? #1.10 Nie powinienem pić wszystkiego, co stoi przede mną."
wanst_attack_goldcoin_1_1,Payday!,Dzień wypłaty!
wanst_attack_goldsack_1_1,Make it rain!,Niech pada złoto!
wanst_attack_goldsack_2_1,Free money!,Darmowa kasa!
wanst_equip_goldsack_1_1,This should be helpful to collect coins.,To powinno pomóc w zbieraniu monet.
wanst_equip_goldsack_2_1,You're never fully dressed without a sack.,Nigdy nie jesteś w pełni ubrany bez worka.
wanst_money_goldcoin_1_1,Business is good!,Interes się kręci!
wanst_money_goldcoin_2_1,Cha-ching!,Cyk-cyk kasa!
wanst_money_goldcoin_3_1,More bling for the King!,Więcej złota dla Króla!
wanst_sackfull_generic_1_1,I think my pouch is at its limit.,Chyba moja sakiewka osiągnęła limit.
wanst_sackfull_generic_2_1,I'm so rich that I can not fit another coin in there.,"Jestem tak bogaty, że nie zmieszczę tam już żadnej monety."
wanst_nosack_generic_1_1,I need some kind of pouch to collect these.,"Potrzebuję jakiejś sakiewki, żeby to zbierać."
wanst_nosack_generic_2_1,Sadly I don't have a flesh pocket.,Niestety nie mam kieszeni z ciała.
wanst_nosack_generic_3_1,"Where do I put this? #1.80 Hmmm... #2.80 No, definitely no.","Gdzie mam to włożyć? #1.80 Hmmm... #2.80 Nie, zdecydowanie nie."
wanst_goldsack_generic_1_1,A pouch can always come in handy.,Sakiewka zawsze się przyda.
wanst_goldsack_generic_2_1,Alright. #0.90 Now who can spare some bling?,Dobra. #0.90 Kto teraz odpali trochę błyskotek?
wanst_goldsack_generic_3_1,I won't leave this tower as a poor knight.,Nie opuszczę tej wieży jako biedny rycerz.
wanst_goldsack_generic_4_1,It's never bad to collect a little cash.,Zbieranie trochę gotówki nigdy nie zaszkodzi.
wanst_goldsack_empty_1_1,How will I buy Dr. Lockengold shampoo with this?,Jak za to kupię szampon Dr. Lockengolda?
wanst_goldsack_empty_2_1,I need to find some gold for this sad sack.,Muszę znaleźć trochę złota do tego smutnego worka.
wanst_goldsack_empty_3_1,It's time to collect some bling with this!,Czas zebrać nim trochę błyskotek!
wanst_goldsack_empty_4_1,What a poor coinless pouch.,"Cóż za biedna, bezmonetowa sakiewka."
wanst_goldsack_low_1_1,I could buy me some more Dr. Lockengold shampoo. #3.00 If I can make it out of here.,Mógłbym kupić sobie więcej szamponu Dr. Lockengolda. #3.00 Jeśli uda mi się stąd wydostać.
wanst_goldsack_low_2_1,I need to fill this with even more coins.,Muszę napełnić to jeszcze większą liczbą monet.
wanst_goldsack_low_3_1,There's space for more gold in here.,Jest tu miejsce na więcej złota.
wanst_goldsack_low_4_1,These coins need more buddies to accompany them.,Te monety potrzebują więcej kumpli do towarzystwa.
wanst_goldsack_rich_1_1,I could buy a lot of Dr. Lockengold shampoo #2.30 if I make it out of here.,"Mógłbym kupić mnóstwo szamponu Dr. Lockengolda, #2.30 jeśli uda mi się stąd wydostać."
wanst_goldsack_rich_2_1,I won't let go of this fat pouch.,Nie wypuszczę tej grubej sakiewki.
wanst_goldsack_rich_3_1,I'll be a rich man if I can make it outside.,"Będę bogaczem, jeśli uda mi się wydostać na zewnątrz."
wanst_goldsack_rich_4_1,"This is pretty heavy, #0.95 but every coin is worth it!","To całkiem ciężkie, #0.95 ale każda moneta jest tego warta!"
wanst_goldsack_full_1_1,I'll buy me a cask of Dr. Lockengold shampoo #2.80 if I ever make it out of here.,"Kupię sobie beczkę szamponu Dr. Lockengolda, #2.80 jeśli kiedykolwiek uda mi się stąd wydostać."
wanst_goldsack_full_2_1,Not a single coin more would fit in here.,Ani jedna moneta więcej by się tu nie zmieściła.
wanst_goldsack_full_3_1,This sack can't take another nickle.,Ten worek nie zmieści już ani grosza.
wanst_goldsack_full_4_1,This sack is filled to the very brim.,Ten worek jest wypełniony po samą krawędź.
wanst_interrupted_generic_1_1,Bye bye!,Pa pa!
wanst_interrupted_generic_2_1,C ya!,Nara!
wanst_interrupted_generic_3_1,I'll come back to that later...,Wrócę do tego później...
wanst_interrupted_generic_4_1,Doob doob di doo.,Dubu dubu di du.
wanst_interrupted_generic_5_1,Let's forget about it.,Zapomnijmy o tym.
wanst_interrupted_generic_6_1,Nevermind.,Nieważne.
wanst_interrupted_generic_7_1,Whatever.,Jak chcesz.
wanst_hubert_diedoffscreen_1_1,"Ehm, everything alright?","Ehm, wszystko w porządku?"
wanst_hubert_diedoffscreen_2_1,Eh. #0.90 This doesn't look good.,Eh. #0.90 To nie wygląda dobrze.
wanst_hubert_diedoffscreen_3_1,Farewell... ?,Żegnaj... ?
wanst_hubert_diedoffscreen_4_1,Helloo-hoo!,Haloo-hoo!
wanst_hubert_diedoffscreen_5_1,Hey. #0.75 You ok in there?,Hej. #0.75 Wszystko gra tam w środku?
wanst_hubert_diedoffscreen_6_1,"Hmm, wrong door?","Hmm, złe drzwi?"
wanst_hubert_diedoffscreen_7_1,Mmmm...,Mmmm...
wanst_hubert_diedoffscreen_1_1,"Ehm, everything alright?","Ehm, wszystko w porządku?"
wanst_hubert_diedoffscreen_2_1,Eh. #0.90 This doesn't look good.,Eh. #0.90 To nie wygląda dobrze.
wanst_hubert_diedoffscreen_3_1,Farewell... ?,Żegnaj... ?
wanst_hubert_diedoffscreen_4_1,Helloo-hoo!,Haloo-hoo!
wanst_hubert_diedoffscreen_5_1,Hey. #0.75 You ok in there?,Hej. #0.75 Wszystko gra tam w środku?
wanst_hubert_diedoffscreen_6_1,"Hmm, wrong door?","Hmm, złe drzwi?"
wanst_hubert_diedoffscreen_7_1,Mmmm...,Mmmm...
wanst_hubert_diedoffscreen_1_1,"Ehm, everything alright?","Ehm, wszystko w porządku?"
wanst_hubert_diedoffscreen_2_1,Eh. #0.90 This doesn't look good.,Eh. #0.90 To nie wygląda dobrze.
wanst_hubert_diedoffscreen_3_1,Farewell... ?,Żegnaj... ?
wanst_hubert_diedoffscreen_4_1,Helloo-hoo!,Haloo-hoo!
wanst_hubert_diedoffscreen_5_1,Hey. #0.75 You ok in there?,Hej. #0.75 Wszystko gra tam w środku?
wanst_hubert_diedoffscreen_6_1,"Hmm, wrong door?","Hmm, złe drzwi?"
wanst_hubert_diedoffscreen_7_1,Mmmm...,Mmmm...
wanst_hubert_diedoffscreen_1_1,"Ehm, everything alright?","Ehm, wszystko w porządku?"
wanst_hubert_diedoffscreen_2_1,Eh. #0.90 This doesn't look good.,Eh. #0.90 To nie wygląda dobrze.
wanst_hubert_diedoffscreen_3_1,Farewell... ?,Żegnaj... ?
wanst_hubert_diedoffscreen_4_1,Helloo-hoo!,Haloo-hoo!
wanst_hubert_diedoffscreen_5_1,Hey. #0.75 You ok in there?,Hej. #0.75 Wszystko gra tam w środku?
wanst_hubert_diedoffscreen_6_1,"Hmm, wrong door?","Hmm, złe drzwi?"
wanst_hubert_diedoffscreen_7_1,Mmmm...,Mmmm...
wanst_lightspell_1_1,Agitatus!,Agitatus!
wanst_lightspell_2_1,Simalabim!,Simalabim!
wanst_mediumspell_1_1,Aggrivatus!,Aggrivatus!
wanst_mediumspell_2_1,Simalabim-Bam!,Simalabim-Bam!
wanst_poisonspell_1_1,Expectus Pukus!,Expectus Pukus!
wanst_poisonspell_2_1,Gifto Patifto!,Gifto Patifto!
wanst_deathspell_1_1,Abra-Ka-Doom!,Abra-Ka-Doom!
wanst_deathspell_2_1,Simalabim-Bam-Basela-Dusela-Dim!,Simalabim-Bam-Basela-Dusela-Dim!
wanst_transformspell_1_1,Hocus Malocus!,Hocus Malocus!
wanst_transformspell_2_1,Presto Crittero!,Presto Crittero!
wanst_transformspell_3_1,Abra-Ka-Broom!,Abra-Ka-Broom!
wanst_weirdspell_1_1,Heebus Jeebus!,Heebus Jeebus!
wanst_strengthspell_1_1,Flexus Maximus!,Flexus Maximus!
wanst_strengthspell_2_1,Sim-Sala-Swole!,Sim-Sala-Swole!
wanst_speedspell_1_1,Hocus Hustlus!,Hocus Hustlus!
wanst_junkspell_1_1,Hunkus Junkus!,Hunkus Junkus!
wanst_junkspell_2_1,Appearo Crapulous!,Appearo Crapulous!
wanst_junkspell_3_1,Brimborium!,Brimborium!
wanst_soundspell_1_1,Pokus Jokus!,Pokus Jokus!
wanst_soundspell_2_1,Rearus Clearus!,Rearus Clearus!
wanst_explosionspell_1_1,Abra-Ka-Boom!,Abra-Ka-Boom!
wanst_explosionspell_2_1,Allakasplosion!,Allakasplosion!
wanst_explosionspell_3_1,Fire in the hole!,"Uwaga, wybuch!"
