key,en,pl
wanst_sobu_acceptjoin_bummed_1_2,This is the worst idea ever. #2.00 But I guess it was written in some ancient text.,To najgorszy pomysł w historii. #2.00 Ale pewnie było to zapisane w jakimś starożytnym tekście.
wanst_sobu_acceptjoin_bummed_2_2,"Mmm, it seems the stars say that I must do so.","Mhm, wygląda na to, że gwiazdy każą mi tak postąpić."
wanst_sobu_acceptjoin_bummed_3_2,I hope the gods have a plan...,"Mam nadzieję, że bogowie mają jakiś plan..."
wanst_sobu_acceptjoin_bummed_1_2,This is the worst idea ever. #2.00 But I guess it was written in some ancient text.,To najgorszy pomysł w historii. #2.00 Ale pewnie było to zapisane w jakimś starożytnym tekście.
wanst_sobu_acceptjoin_bummed_2_2,"Mmm, it seems the stars say that I must do so.","Mhm, wygląda na to, że gwiazdy każą mi tak postąpić."
wanst_sobu_acceptjoin_bummed_3_2,I hope the gods have a plan...,"Mam nadzieję, że bogowie mają jakiś plan..."
wanst_sobu_acceptjoin_angry_1_2,"Ok, maybe writing a history of your blunders #2.60 will be my retirement plan.","Dobra, może spisanie historii twoich wpadek #2.60 będzie moim planem na emeryturę."
wanst_sobu_acceptjoin_angry_2_2,Mmm maybe this oaf could be useful...,"Mhm, może ten prostak jednak się przyda..."
wanst_sobu_acceptjoin_angry_3_2,"Well, if this idiot goes first... #2.40 Maybe I can profit from his foolishness.","Cóż, jeśli ten idiota pójdzie pierwszy... #2.40 może uda mi się skorzystać na jego głupocie."
wanst_sobu_acceptjoin_angry_1_2,"Ok, maybe writing a history of your blunders #2.60 will be my retirement plan.","Dobra, może spisanie historii twoich wpadek #2.60 będzie moim planem na emeryturę."
wanst_sobu_acceptjoin_angry_2_2,Mmm maybe this oaf could be useful...,"Mhm, może ten prostak jednak się przyda..."
wanst_sobu_acceptjoin_angry_3_2,"Well, if this idiot goes first... #2.40 Maybe I can profit from his foolishness.","Cóż, jeśli ten idiota pójdzie pierwszy... #2.40 może uda mi się skorzystać na jego głupocie."
wanst_sobu_acceptjoin_angry_1_2,"Ok, maybe writing a history of your blunders #2.60 will be my retirement plan.","Dobra, może spisanie historii twoich wpadek #2.60 będzie moim planem na emeryturę."
wanst_sobu_acceptjoin_angry_2_2,Mmm maybe this oaf could be useful...,"Mhm, może ten prostak jednak się przyda..."
wanst_sobu_acceptjoin_angry_3_2,"Well, if this idiot goes first... #2.40 Maybe I can profit from his foolishness.","Cóż, jeśli ten idiota pójdzie pierwszy... #2.40 może uda mi się skorzystać na jego głupocie."
wanst_sobu_addpartycaptive_reply_1_1,"Are you jesting? Let me out first, you bumbling fool!","Żartujesz sobie? Wypuść mnie najpierw, niezdarny głupcze!"
wanst_sobu_addresscaptive_1_1,"You look like you've been here for a while, pal.","Wyglądasz, jakbyś tu siedział już dobrą chwilę, kolego."
wanst_sobu_addresscaptive_1_2,"I had some time to think my life through here, yes.","Owszem, miałem tu trochę czasu, żeby przemyśleć swoje życie."
wanst_sobu_addresscaptive_1_3,So what conclusion did you end up with?,I do jakiego wniosku doszedłeś?
wanst_sobu_addresscaptive_1_4,That I wouldn't like my life to end here...,"Że wolałbym, żeby moje życie nie skończyło się właśnie tutaj..."
wanst_sobu_addresscaptive_1_5,Sounds reasonable.,Brzmi rozsądnie.
wanst_sobu_addresscaptive_2_1,Hey - who do you think would win in a cage fight?,"Hej, kto twoim zdaniem wygrałby walkę w klatce?"
wanst_sobu_addresscaptive_2_2,"I... this is a topic I haven't pondered on, to be honest.","Ja... szczerze mówiąc, nigdy się nad tym nie zastanawiałem."
wanst_sobu_addresscaptive_3_1,"Hey, is this the correct way to get out of here?","Hej, czy to jest właściwa droga, żeby się stąd wydostać?"
wanst_sobu_addresscaptive_3_2,This side looks like a dead end to me. #2.50 But hit that lever and see for yourself...,Ta strona wygląda mi na ślepy zaułek. #2.50 Ale pociągnij za tę dźwignię i przekonaj się sam...
wanst_hubert_follow_random_1_1,"Come on, let's go this way.","No chodź, idziemy tędy."
wanst_hubert_follow_random_2_1,"Follow me, pal!","Za mną, przyjacielu!"
wanst_hubert_follow_random_3_1,Join me.,Dołącz do mnie.
wanst_hubert_follow_random_5_1,"This way, friendo!","Tędy, kolego!"
wanst_hubert_follow_random_5_1,"This way, friendo!","Tędy, kolego!"
wanst_hubert_follow_random_6_1,"Ok, follow me!","Dobra, za mną!"
wanst_hubert_follow_random_7_1,"Ok, follow me!","Dobra, za mną!"
wanst_hubert_follow_random_8_1,Come with me!,Chodź ze mną!
wanst_hubert_follow_random_9_1,"Alright, let's go.","No dobrze, ruszajmy."
wanst_hubert_follow_random_10_1,"Hey, come with me, pal!","Hej, chodź ze mną, przyjacielu!"
wanst_hubert_follow_random_11_1,Come follow!,"Chodź, za mną!"
wanst_hubert_follow_random_12_1,"Come along, pal.","Chodź ze mną, kolego."
wanst_hubert_follow_random_13_1,"Come with me, pal!","Chodź ze mną, przyjacielu!"
wanst_hubert_follow_random_14_1,Follow me!,Za mną!
wanst_hubert_follow_random_15_1,Follow me!,Za mną!
wanst_hubert_follow_random_16_1,Chop chop. Let's go.,"Szybko, szybko. Ruszajmy."
wanst_hubert_follow_random_17_1,Come on!,No chodź!
wanst_hubert_follow_random_18_1,"Let's go, pal!","Ruszajmy, przyjacielu!"
wanst_sobu_follow_reply_perfect_1_1,Alright! #1.00 See me waltz through this place!,"Zgoda! #1.00 Patrz, jak paraduję przez to miejsce!"
wanst_sobu_follow_reply_perfect_2_1,Aye! #0.80 Old man at your service!,Tak jest! #0.80 Starzec na twoje usługi!
wanst_sobu_follow_reply_perfect_3_1,"Ooof, not so fast... #2.50 My back. #4.00 Just kidding.","Ooof, nie tak szybko... #2.50 Moje plecy. #4.00 Żartowałem."
wanst_sobu_follow_reply_great_1_1,"Alright, son.","Dobrze, synu."
wanst_sobu_follow_reply_great_2_1,Okay. #0.90 Off we go!,Dobra. #0.90 Ruszamy!
wanst_sobu_follow_reply_great_3_1,Nice. #0.90 Where are we going?,Miło. #0.90 Dokąd idziemy?
wanst_sobu_follow_reply_good_1_1,"Okay, let's see where this goes.","Dobra, zobaczmy, dokąd to prowadzi."
wanst_sobu_follow_reply_good_2_1,My bones were getting rusty already.,Moje kości już zaczynały rdzewieć.
wanst_sobu_follow_reply_good_3_1,Is it safe there?,Czy tam jest bezpiecznie?
wanst_sobu_follow_reply_medium_1_1,What is it that you want? I don't understand!,Czego właściwie chcesz? Nie rozumiem!
wanst_sobu_follow_reply_medium_2_1,"My body follows, but my mind is not seeing the point.","Moje ciało idzie za tobą, ale mój umysł nie widzi w tym sensu."
wanst_sobu_follow_reply_medium_3_1,"Alright, show me something I don't know...","Dobra, pokaż mi coś, czego jeszcze nie wiem..."
wanst_sobu_follow_reply_bummed_1_1,"Ah, well... whatever. I used to be such a happy lad.","Ech, cóż... jak sobie chcesz. Kiedyś byłem takim wesołym chłopakiem."
wanst_sobu_follow_reply_bummed_2_1,May the gods have mercy with me!,Niech bogowie się nade mną zlitują!
wanst_sobu_follow_reply_bummed_3_1,Ordering an old man around like this... ugh.,Rozkazywanie staremu człowiekowi w ten sposób... ugh.
wanst_sobu_follow_reply_angry_1_1,"Heck, you're a plague!","A niech to, jesteś istną plagą!"
wanst_sobu_follow_reply_angry_2_1,"Old man this, old man that. Someone should teach you some manners!","Starzec tu, starzec tam. Ktoś powinien nauczyć cię manier!"
wanst_sobu_follow_reply_angry_3_1,Mrhmdknkppp!,Mrhmdknkppp!
wanst_hubert_stay_random_1_1,Could you stay here for a sec?,Zostaniesz tu na chwilę?
wanst_hubert_stay_random_2_1,Stay right there.,Zostań właśnie tam.
wanst_hubert_stay_random_3_1,Stay here!,Zostań tutaj!
wanst_hubert_stay_random_4_1,Stop right there.,Zatrzymaj się właśnie tam.
wanst_hubert_stay_random_5_1,Can you stay here for a bit?,Możesz tu chwilę zostać?
wanst_hubert_stay_random_6_1,Stay right here!,Zostań tu na miejscu!
wanst_hubert_stay_random_7_1,Please keep this position.,"Proszę, utrzymaj tę pozycję."
wanst_hubert_stay_random_8_1,Stay here.,Zostań tutaj.
wanst_hubert_stay_random_9_1,"Don't move, pal.","Nie ruszaj się, przyjacielu."
wanst_hubert_stay_random_10_1,Hold it!,Stój!
wanst_hubert_stay_random_11_1,"Okay, hold this position for a bit, willya?","Dobra, potrzymaj tę pozycję chwilę, dobra?"
wanst_hubert_stay_random_12_1,Keep this position.,Zachowaj tę pozycję.
wanst_hubert_stay_random_13_1,"Ok, hold it here.","Dobra, zatrzymaj się tu."
wanst_hubert_stay_random_14_1,"Okay, hold on.","Dobra, poczekaj."
wanst_hubert_stay_random_15_1,"Ok, hold it.","Dobra, czekaj."
wanst_hubert_stay_random_16_1,"Stay right there, dude!","Zostań tam, ziomek!"
wanst_sobu_stay_reply_perfect_1_1,"Whatever comes up, I'm here!","Cokolwiek się wydarzy, jestem tutaj!"
wanst_sobu_stay_reply_perfect_2_1,You know where to find me!,"Wiesz, gdzie mnie szukać!"
wanst_sobu_stay_reply_perfect_3_1,It shall be done!,Tak się stanie!
wanst_sobu_stay_reply_great_1_1,"Done that before, can do it again!","Robiłem to już wcześniej, zrobię to znowu!"
wanst_sobu_stay_reply_great_2_1,Spot secured!,Miejsce zabezpieczone!
wanst_sobu_stay_reply_great_3_1,Good thing I have my stick.,"Dobrze, że mam swój kij."
wanst_sobu_stay_reply_good_1_1,"Alright. Don't forget me here though, okay?","Dobra. Tylko o mnie tu nie zapomnij, jasne?"
wanst_sobu_stay_reply_good_2_1,Doing my best to do so.,"Robię, co mogę."
wanst_sobu_stay_reply_good_3_1,"Uhm, I'll do my... best?","Yyy, postaram się... jak najlepiej?"
wanst_sobu_stay_reply_medium_1_1,Really?,Naprawdę?
wanst_sobu_stay_reply_medium_2_1,Why me?,Czemu ja?
wanst_sobu_stay_reply_medium_3_1,"Seems weird, but OK.","Dziwne, ale dobra."
wanst_sobu_stay_reply_bummed_1_1,My patience wears thin.,Moja cierpliwość się kończy.
wanst_sobu_stay_reply_bummed_2_1,My wisdom seems to fall on deaf ears.,Moja mądrość zdaje się padać na głuche uszy.
wanst_sobu_stay_reply_bummed_3_1,"Alright, I'll spend my remaining days waiting here...","Dobra, spędzę resztę swoich dni, czekając tutaj..."
wanst_sobu_stay_reply_angry_1_1,"I will, but I am heavily protesting!","Zrobię to, ale stanowczo protestuję!"
wanst_sobu_stay_reply_angry_2_1,What incompetence is this?,Cóż to za nieudolność?
wanst_sobu_stay_reply_angry_3_1,Somebody should teach you some manners!,Ktoś powinien nauczyć cię manier!
